name,city,state,address,category
ACACIA ACADEMY,KOKOMO,IN,830 S MAIN ST,
ACACIA ACADEMY,LA GRANGE,IL,6425 WILLOW SPRINGS RD,
ACACIA ELEMENTARY CHARTER,STOCKTON,CA,1016 E. BIANCHI RD.,
ARENAC EASTERN ELEMENTARYMIDDLE SCHOOL,TWINING,MI,200 SMALLEY ST,
ARENAC EASTERN HIGH SCHOOL,TWINING,MI,200 SMALLEY ST,
ARENDELL PARROTT ACADEMY,KINSTON,NC,1901 DOBBS FARM RD,
ACACIA LEARNING CENTER,LOS ANGELES,CA,2900 W VERNON AVE,
ACACIA MIDDLE CHARTER,STOCKTON,CA,1016 E. BIANCHI RD.,
ARETE PREPATORY SCHOOL,LITHONIA,GA,3072 EVANS MILL RD,
ACACIAWOOD SCHOOL,ANAHEIM,CA,2530 W LA PALMA AVE,
ACADEME OF THE OAKS,DECATUR,GA,146 NEW ST,
ARGONAUT ELEMENTARY,HAYWARD,CA,1481 FRY LN.,
ACADEMIA DE LA RECTA PORTA ICDS,WASHINGTON,DC,7614 GEORGIA AVE NW,
ACADEMIA PRIVATE SCHOOL,WINDERM,FL,6506 OLD BRICK RD STE 110,
ARGONNE ELEMENTARY,SAN LEANDRO,CA,15550 ARGONNE ST.,
ACADEMIC ALTERNATIVE EDUCATION,BOCA RATON,FL,23123 STATE ROAD 7,
ACADEMIC BEHAVIOR SCHOOL EAST,HOUSTON,TX,7703 S LOOP E,
ACADEMIC BEHAVIOR SCHOOL WEST,HOUSTON,TX,7800 WESTGLEN,
ACADEMIC HIGH SCHOOL,BOCA RATON,FL,23123 STATE ROAD 7 STE 107,
ACADEMIC MASTERY ACADEMY,SOUTH HOLLAND,IL,16341 S PARK AVE,
ACADEMICS PLUS,EVANS,GA,717 INDUSTRIAL PARK RD,
ACADEMIE DE MONTESSORI,JACKSONVILLE,FL,1216 LASALLE ST,
ACADEMY 360,MIDLOTHIAN,VA,13900 HULL STREET ROAD,
ACADEMY ADVENTURES MID-TOWN,TUCSON,AZ,825 E. FT. LOWELL RD.,
ACADEMY AT DOUBLE H RANCH,FAIRMOUNT,GA,9906 HENDERSON MOUNTAIN RD,
ACADEMY AT NEW LIFE,FAYETTEVILLE,NC,6501 CAMDEN RD,
ACADEMY AT ST. SABINA,FLORISSANT,MO,1625 SWALLOW LN,
ACADEMY AT THE BEACH,PALM HARBOR,FL,1961 E LAKE RD,
ACADEMY AT VIRGINIA RANDOLPH,GLEN ALLEN,VA,2204 MOUNTAIN RD,
ARI GUIRAGOS MINASSIAN ARMENIAN SCHOOL,SANTA ANA,CA,5311 W MCFADDEN AVE,
ACADEMY FOR ACADEMIC EXCELLENCE,CLARKSVILLE,TN,2134 OLD ASHLAND CITY RD,
ACADEMY FOR ACADEMICS  ARTS,HUNTSVILLE,AL,2800 POPLAR ST NW,
ACADEMY FOR ADVANCEMENT OF CHILDREN WITH AUTISM,CHATSWORTH,CA,10824 TOPANGA CANYON BLVD,
ACADEMY FOR ADVANCEMENT OF CHILDREN WITH AUTISM,LANCASTER,CA,6742 E AVE H,
ARISE ACADEMY CHARTER HIGH SCHOOL,PHILADELPHIA,PA,2116 E. HAINES STREET,
ACADEMY FOR AUTISM,ORLANDO,FL,11 E LANCASTER RD,
ARISTA PREP NURSERY SCHOOL,BROOKLYN,NY,275 KINGSTON AVE,
ARISTOTLE ACADEMY,AMERICAN FORK,UT,704 S 600 E,
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC. - MESA,MESA,AZ,1833 W. SOUTHERN AVE,
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC. - PRESCOTT VALLEY,PRESCOTT VALLEY,AZ,7500 CIVIC CIRCLE DR.,
ARIZONA AGRIBUSINESS & EQUINE CENTER  INC. - RED MOUNTAIN,MESA,AZ,2165 N. POWER ROAD,
ARIZONA AGRIBUSINESS & EQUINE CENTER INC. - MESA,MESA,AZ,1833 W. SOUTHERN AVE,
ARIZONA AUTISM CHARTER SCHOOL  UPPER SCHOOL CAMPUS,PHOENIX,AZ,1445 E. INDIAN SCHOOL RD.,
ARIZONA CULTURAL ACADEMY & COLLEGE PREP,PHOENIX,AZ,7810 S 42ND PL,
ARIZONA INTERNATIONAL ACADEMY,SCOTTSDALE,AZ,12430 N SCOTTSDALE RD,
ARIZONA LUTHERAN ACADEMY,PHOENIX,AZ,6036 S 27TH AVE,
ACADEMY FOR INDIVIDUAL EXCELLENCE,LOUISVILLE,KY,3101 BLUEBIRD LN,
ACADEMY FOR INDIVIDUALIZED STUDY/INDEPENDENT STUDY/HOME SCHO,LAS VEGAS,NV,4601 W. BONANZA RD,
ARIZONA WORLD SCHOOL,ELOY,AZ,900 N. MAIN STREET,
ARK CHRISTIAN ACADEMY,BROOKLYN,NY,1710 EASTERN PKWY,
ACADEMY FOR KIDS,CLACKAMAS,OR,13698 SE 147TH AVE,
ARK CHRISTIAN ACADEMY,ST AUGUSTINE,FL,307 ANASTASIA BLVD,
ARK OF SAFETY CHRISTIAN ACADEMY,WAIANAE,HI,"86-120 FARRINGTON HWY, STE 110",
ACADEMY FOR LEARNING,LAS VEGAS,NV,1018 E SAHARA AVE STE D,
ARKANSAS CONNECTIONS ACADEMY ELEMENTARY,BENTONVILLE,AR,609 SW 8TH ST,
ARKANSAS CONSOLIDATED HIGH SCHOOL - DERMOTT #3,DERMOTT,AR,878 E GAINES ST,
ACADEMY FOR PRECISION LEARNING,SEATTLE,WA,"5031 UNIVERSITY WAY NE, #105",
ACADEMY FOR SCIENCE  FOREIGN LANGUAGE,HUNTSVILLE,AL,3221 MASTIN LAKE RD,
ACADEMY FOR YOUNG LEARNERS INC,HIALEAH,FL,18191 NW 68TH AVE STE 101,
ACADEMY HILL SCHOOL,SPRINGFIELD,MA,1190 LIBERTY ST,
ACADEMY INNOVATION,GAINESVILLE,GA,1399 THOMPSON BRIDGE RD,
ACADEMY JJAEP,LITTLE RIVER,TX,704 E MAIN ST,
ACADEMY MONTESSORI INTERNATIONALE,KANSAS CITY,MO,12501 STATE LINE RD,
ACADEMY MONTESSORI PRESCHOOL,ALBUQUERQUE,NM,11216 PHOENIX AVE NE,
ACADEMY NORTHWEST,MARYSVILLE,WA,514 STATE AVE STE 108,
ACADEMY OF ART  CAREERS AND TECHNOLOGY,RENO,NV,380 EDISON WAY,
ARLINGTON ACADEMY OF MIAMI LLC,HIALEAH,FL,4814 NW 167TH ST,
ARLINGTON BAPTIST SCHOOL,BALTIMORE,MD,3030 N ROLLING RD,
ARLINGTON CATHOLIC HIGH SCHOOL,ARLINGTON,MA,16 MEDFORD ST,
ARLINGTON CHRISTIAN ACADEMY,AKRON,OH,539 S ARLINGTON ST,
ARLINGTON CHRISTIAN SCHOOL,ARLINGTON,WA,2425 200TH ST NE,
ACADEMY OF ARTS AND SCIENCES: SONOMA,THOUSAND OAKS,CA,850 HAMPSHIRE RD. STE. P,
ACADEMY OF ARTS AND SCIENCES: THOUSAND OAKS & SIMI VALLEY,WESTLAKE VILLAGE,CA,850 HAMPSHIRE RD. STE. P,
ARLINGTON COMMUNITY MIDDLE SCHOOL,INDIANAPOLIS,IN,120 E WALNUT ST,
ACADEMY OF CHRISTIAN EDUCATION,RESTON,VA,10800 PARKRIDGE BLVD # 150,
ACADEMY OF COASTAL CAROLINA,SHALLOTTE,NC,623 VILLAGE RD SW,
ACADEMY OF CONSTRUCTION/ENGINEERING,MINNEAPOLIS,MN,4001 HARRIET AVE S,
ARLINGTON FAITH ACADEMY,ARLINGTON,TX,5100 US HIGHWAY 287,
ARLINGTON HEIGHTS CHRISTIAN SCHOOL,CORPUS CHRISTI,TX,9550 LEOPARD ST,
ACADEMY OF EARLY LEARNING,HYANNIS,MA,465 FALMOUTH RD,
ACADEMY OF ENGINEERING AND TECHNOLOGY,LEESBURG,VA,801 N KING STREET,
"ARLINGTON KINDERGARTEN OF JACKSONVILLE, INC",JACKSONVILLE,FL,1210 MARCHECK ST,
ACADEMY OF EXCELLENCE,EUREKA SPRINGS,AR,157 HUNTSVILLE RD,
ACADEMY OF EXCELLENCE,MILWAUKEE,WI,633 S 12TH ST,
ACADEMY OF EXCELLENCE,STATESVILLE,NC,612 S RACE ST,
ACADEMY OF GREATNESS AND EXCELLENCE,TEANECK,NJ,441 N ST,
ARLINGTON MONTESSORI HOUSE,ARLINGTON,VA,3809 WASHINGTON BLVD,
ARLINGTON MONTESSORI SCHOOL,ARLINGTON HEIGHTS,IL,2025 S GOEBBERT RD,
ARLINGTON OAKS ELEMENTARY,WEST SACRAMENTO,CA,1800 DEVON AVE.,
ARLINGTON SCHOOL,BELMONT,MA,115 MILL ST,
ARLINGTON SCHOOL,BIRMINGHAM,AL,1312 22ND ST S,
ARLYN DAY SCHOOL,HIGHLAND PARK,IL,2789 OAK ST,
ARMA DEI ACADEMY,HIGHLANDS RANCH,CO,345 E WILDCAT RESERVE PKWY,
ACADEMY OF INTERNATIONAL STUDIES,HAMTRAMCK,MI,3056 HANLEY ST,
ARMAND BAYOU MONTESSORI,HOUSTON,TX,16204 HICKORY KNOLL DR,
ARMBRUST CHRISTIAN ACADEMY,HUNKER,PA,7786 ROUTE 819,
ARMENIAN SISTERS ACADEMY,MONTROSE,CA,2361 FLORENCITA AVE,
ARMENIAN SISTERS ACADEMY,RADNOR,PA,440 UPPER GULPH RD,
ACADEMY OF MEDIA ARTS,LOS ANGELES,CA,2009 WEST MARTIN LUTHER KING BLVD.,
ACADEMY OF MONTESSORI INTERNATIONAL,THONOTOSASSA,FL,15421 MORRIS BRIDGE RD,
ACADEMY OF MOUNT ST URSULA,BRONX,NY,330 BEDFORD PARK BLVD,
ACADEMY OF NOTRE DAME,TYNGSBORO,MA,180 MIDDLESEX RD,
ACADEMY OF OUR LADY,MARRERO,LA,5501 WESTBANK EXPY,
ACADEMY OF OUR LADY OF GRACE,FAIRVIEW,NJ,400 KAMENA ST,
"ACADEMY OF OUR LADY OF MERCY, LAURALTON HALL",MILFORD,CT,200 HIGH ST,
ACADEMY OF OUR LADY OF MT CARMEL,TENAFLY,NJ,10 COUNTY ROAD,
ACADEMY OF OUR LADY OF PEACE,NEW PROVIDENCE,NJ,99 S ST,
ACADEMY OF PERSONALIZED EXCELLENCE,MINNEAPOLIS,MN,2620 RUSSELL AVE N,
ACADEMY OF SAINT ELIZABETH,MORRISTOWN,NJ,2 CONVENT RD,
ACADEMY OF SAINT LOUIS,CHESTERFIELD,MO,1633 KEHRS MILL RD BLDG B,
ACADEMY OF SAINT PAUL,RAMSEY,NJ,187 WYCKOFF AVE,
ARMSTRONG MS,FAIRLESS HILLS,PA,475 WISTAR RD,
ACADEMY OF SCHOLASTIC ACHIEVEMENT,CHICAGO,IL,4651 W MADISON ST,
ACADEMY OF SCIENCE AND ENGINEERING,LOS ANGELES,CA,5753 RODEO RD.,
ARMSTRONG VALLEY CHRISTIAN SCHOOL,HALIFAX,PA,943 ENDERS RD,
ACADEMY OF ST ADALBERT,BEREA,OH,56 ADELBERT ST,
ACADEMY OF ST BENEDICT THE AFRICAN,CHICAGO,IL,6020 S LAFLIN ST,
ACADEMY OF ST JAMES OF THE MARCHES,TOTOWA,NJ,400 TOTOWA RD,
ARMY & NAVY ACADEMY,CARLSBAD,CA,2605 CARLSBAD BLVD,
ACADEMY OF ST JOSEPH,NEW YORK,NY,111 WASHINGTON PL,
ACADEMY OF THE ARTS (THE),BRONX,NY,888 REV J A POLITE AVE,
ARNOLD CHRISTIAN ACADEMY,ARNOLD,MD,365 JONES STATION RD,
ACADEMY OF THE HOLY ANGELS,DEMAREST,NJ,315 HILLSIDE AVE,
ACADEMY OF THE HOLY CROSS,KENSINGTON,MD,4920 STRATHMORE AVE,
ACADEMY OF THE HOLY FAMILY,BALTIC,CT,54 W MAIN ST # 691,
ACADEMY OF THE HOLY NAMES,TAMPA,FL,3319 BAYSHORE BLVD,
ACADEMY OF THE IMMACULATE HEART OF MARY,AKRON,OH,2935 CHENOWETH RD,
ACADEMY OF THE MOST BLESSED SACRAMENT,FRANKLIN LAKES,NJ,785 FRANKLIN LAKE RD,
ACADEMY OF THE NEW CHURCH BOYS SCHOOL,BRYN ATHYN,PA,2815 BENADE CIR,
ACADEMY OF THE NEW CHURCH GIRLS SCHOOL,BRYN ATHYN,PA,2815 BENADE CIR,
ACADEMY OF THE SACRED HEART,NEW ORLEANS,LA,4521 ST CHARLES AVE,
ACADEMY OF THE SACRED HEART,SAINT CHARLES,MO,619 N 2ND ST,
AROUND THE WORLD CHILDREN CENTER,DOWNEY,CA,10441 LAKEWOOD BLVD,
ACADEMY OF WHOLE LEARNING,MINNETONKA,MN,3500 WILLISTON RD,
ACADEMY ON THE HILL,ALISO VIEJO,CA,10 MAREBLU,
ACADEMY PERFORMING PRESCHOOL,VICTORVILLE,CA,12219 SECOND AVE.,
ACADEMY PREP CENTER OF ST PETERSBURG,ST PETERSBURG,FL,2301 22ND AVE S,
ACADEMY PREP CENTER OF TAMPA,TAMPA,FL,1407 E COLUMBUS DR,
ACADEMY PRIMARY SCHOOL & CHILD DEVELOPMENT CENTER,ROCKVILLE,MD,10107 DARNESTOWN RD,
ACADEMY SCHOOLS,TUKWILA,WA,14601 INTERURBAN AVE S,
ARRIS MONTESSORI,ASHBURN,VA,44675 CAPE CT STE 189,
ACADEMY-NOTRE DAME DE NAMUR,VILLANOVA,PA,560 SPROUL RD,
ARROW ACADEMY,WHIPPANY,NJ,90 WHIPPANY RD,
ACADEMY/FULL-TIME PROGRAMS,TRENTON,NJ,1085 OLD TRENTON RD,
ACADEMY360 UPPER SCHOOL,LIVINGSTON,NJ,6 REGENT ST,
ARROW CENTER FOR EDUCATION TANGRAM,BALTIMORE,MD,8830 ORCHARD TREE LN,
ARROWHEAD CHRISTIAN ACADEMY,REDLANDS,CA,105 TENNESSEE ST,
ACALANES ADULT EDUCATION CENTER,WALNUT CREEK,CA,1963 TICE VALLEY BLVD.,
ACARATH MONTESSORI CENTER,SCHAUMBURG,IL,22 KRISTIN DR,
ACCEL,PHOENIX,AZ,10251 N 35TH AVE,
ARROWHEAD MONTESSORI,PEORIA,AZ,14801 N 83RD AVE,
ACCELERATED INT CHARTER SCHOOL,HOUSTON,TX,12825 SUMMIT RDG DR,
ACCELERATED SCHOOLS,DENVER,CO,2160 S COOK ST,
ACCELERATED SCHOOLS OF OVERLAND PARK,OVERLAND PARK,KS,10713 BARKLEY ST,
ACCELERATION ACADEMIES LLC,MIAMI BEACH,FL,1001 N MIAMI BEACH BLVD,
ACCELERATIONS LEARNING CENTER,HONOLULU,HI,1012 PIIKOI ST FL 2,
ACCELERE,OMAHA,NE,2606 HAMILTON ST,
ACCESS FUTURES CHILD CARE CENTER,WORCESTER,MA,799 W BOYLSTON ST STE 3,
ACCOTINK ACADEMY,SPRINGFIELD,VA,8519 TUTTLE RD,
ACE ACADEMY  JEFFERSON SITE,DETROIT,MI,13330 E JEFFERSON AVENUE,
ACE ACADEMY SOUTH,FLORIDA CITY,FL,303 W PALM DR,
ACE DAY & NIGHT SCHOOL  - CLOSED,PHOENIX,AZ,735 E FILLMORE ST.,
ACE DAY & NIGHT SCHOOL - CLOSED,PHOENIX,AZ,735 E FILLMORE ST.,
ARROYO GARFIELD ELEM.,PASADENA,CA,540 S. PASADENA AVE.,
ARROYO GRANDE MONTESSORI SCHOOL,ARROYO GRANDE,CA,216 OAK ST,
ARROYO HIGH (APHASIA),EL MONTE,CA,4921 N. CEDAR AVE.,
ACERA SCHOOL,WINCHESTER,MA,5 LOWELL AVE,
ACERO CHTR  ROBERTO CLEMENTE CMPS,CHICAGO,IL,2050 N NATCHEZ AVE,
ACERO CHTR  SOR JUANA INES DE LA,CHICAGO,IL,7416 N RIDGE BLVD,
ARROYO PASEO CHARTER HIGH,SAN DIEGO,CA,3773 EL CAJON BLVD.,
ACERO CHTR NETRK -  MAJOR GARCIA,CHICAGO,IL,4248 W 47TH ST,
ARRUPE JESUIT HIGH SCHOOL,DENVER,CO,4343 UTICA ST,
"ART'S LEARNING ACADEMY",CHIPLEY,FL,739 7TH ST,
ARTE I RPTCS (REGIONAL PROFESSIONAL TECHNICAL CHARTER SCHOOL,TWIN FALLS,ID,COLLEGE OF SOUTHERN IDAHO EVER,
ACHIEVE KIDS,SAN JOSE,CA,1212 MCGINNESS AVE,
ARTHUR B. INGHAM CENTER,SALINAS,CA,47 SAN BANACIO CANYON RD.,
ACHIEVEMENT CENTER OF SARASOTA THE,SARASOTA,FL,1201 N BENEVA RD,
ARTHUR E. WRIGHT ELEMENTARY,CALABASAS,CA,4029 N. LAS VIRGENES RD.,
ARTHUR I MEYER JEWISH ACADEMY,PALM BEACH GARDENS,FL,5225 HOOD RD,
ACHIEVEMENT INTEGRITY AND MATURITY,ALEXANDRIA,VA,C/O KATHRYN SALERNO,
ARTHUR MORGAN SCHOOL,BURNSVILLE,NC,60 AMS CIR,
ACHIEVER CHRISTIAN SCHOOL,SAN JOSE,CA,540 SANDS DR,
"ACHIEVER'S CHRISTIAN ACADEMY",JENNINGS,FL,1424 HAMILTON AVE,
ACHIEVERS CENTER FOR EDUCATION,SAN ANTONIO,TX,5084 DEZAVLA RD,
ACHIEVING STARS ACADEMY,MILPITAS,CA,301 S ABBOTT AVE,
ARTHUR ROBERT ASHE CENTER,FORT LAUDERDALE,FL,1701 NW 23RD AVE,
ACLD SCHOOL,YOUNGSTOWN,OH,118 E WOOD ST,
ACLD TILLOTSON SCHOOL,PITTSBURGH,PA,4900 GIRARD RD,
ACORN HILL WALDORF KINDERGARTEN & NURSERY,SILVER SPRING,MD,9504 BRUNETT AVE,
ACORN LEARNING CENTER,TWIN FALLS,ID,493 EASTLAND DR,
ACORN MONTESSORI,MINNEAPOLIS,MN,310 - 38TH ST. S SUITE 133,
ACORN MONTESSORI CHARTER SCHOOL  INC. - WEST,PRESCOTT VALLEY,AZ,7555 E. LONG LOOK DRIVE,
ARTOIS ELEMENTARY,ARTOIS,CA,PO BOX H,
ACORN MONTESSORI SCHOOL,LEBANON,NJ,1222 STATE ROUTE 31,
ARTS  COMMUNICATIONS ACADEMY AT FAIR PLAIN,BENTON HARBOR,MI,120 E NAPIER AVE,
ACORN SCHOOL,STRATHAM,NH,136 WINNICUTT RD,
ARTS & HUMANITIES FOCUS PRGM,LINCOLN,NE,643 S 25TH STE 9,
ARTS & IDEAS SUDBURY SCHOOL,BALTIMORE,MD,4915 HOLDER AVE,
ACRES OF FUN CHILD CARE CENTER INC.,PINELLAS PARK,FL,6262 62ND AVE N,
ACS EDUCATIONAL RESOURCES AND CONSULTANT LLC,ORMOND BEACH,FL,53 N OLD KINGS RD STE D,
ACT,STONE MOUNTAIN,GA,1170 N HAIRSTON RD,
ARTS AND MEDIA PREPARATORY ACADEMY,BROOKLYN,NY,905 WINTHROP ST,
ACTION BASED ENTERPRISES SCHOOL,WOONSOCKET,RI,141 MAIN ST,
ACTION DAY PRIMARY PLUS ALLEN SCHOOL,SAN JOSE,CA,5845 ALLEN AVE,
ACTIS (O. J.) JUNIOR HIGH,BAKERSFIELD,CA,2400 WESTHOLME BLVD.,
ACTIVE LEARNING CENTER,ALLENTOWN,PA,7200B WINDSOR DR,
ACTIVE LEARNING CENTER,BREINIGSVILLE,PA,9999 HAMILTON BLVD BLDG 10,
ARTS SCHOOL,OAKLAND,CA,5263 BROADWAY TER.,
ARTS THEREAFTER CHRISTIAN SCHOOL,ST CLOUD,FL,2745 CANOE CREEK RD,
ARTSTECH,KANSAS CITY,MO,1522 HOLMES ST,
ARTURO SOMOHANO,BAYAMON,PR,URB VILLA ESPA?A CALLE LOS PIRINEOS,
ARUNDEL CHRISTIAN SCHOOL,HANOVER,MD,"7459 CANDLEWOOD ROAD, SUITES A-F",
ARVIN CONTINUATION HIGH,BAKERSFIELD,CA,2000 24TH ST.,
ARVIN-LAMONT ADULT SCHOOL,ARVIN,CA,PO BOX 518,
ACTON (EH),ACTON,CA,32248 NORTH CROWN VALLEY RD.,
ACTON ACADEMY,AUSTIN,TX,1404 E RIVERSIDE DR,
ACTON ACADEMY ALBUQUERQUE,ALBUQUERQUE,MN,6901 SAN ANTONIO DR NE,
AS YOU ARE PRESCHOOL,RESEDA,CA,7855 LINDLEY AVE,
AS-SABEEL ACADEMY,GREER,SC,1601 CLEMENT RD,
ACTON ACADEMY VENICE BEACH,VENICE,CA,2210 LINCOLN BLVD STE 13,
AS-SAFA INSTITUTE/AS-SAFA ACADEMY,SAN JOSE,CA,801 HIBISCUS LN,
ACTS ACADEMY,VALLEY,AL,316 FOB JAMES DR,
ACTS CHRISTIAN ACADEMY,FARMINGTON,NM,2600 SULLIVAN AVE,
"ACU ARKANSAS CHILDREN'S UNIVERSITY",HARRISON,AR,400 HWY 43 E,
AD ASTRA SCHOOL,HAWTHORNE,CA,3715 JACK NORTHROP AVE,
ADA CHRISTIAN SCHOOL,ADA,MI,6206 ADA DR SE,
ASBURY CHILD DEVELOPMENT CENTER,SALISBURY,MD,1401 CAMDEN AVE,
ADAIR COMMUNITY DAY,SUNNYVALE,CA,819 WEST IOWA AVE.,
ADAIR ELEMENTARY,SUNNYVALE,CA,830 W. MCKINLEY,
ASBURY KINDERGARTEN & PRESCHOOL,COLUMBIA,SC,1005 ASBURY DR,
ADALINE E. KENT ELEMENTARY,KENTFIELD,CA,250 STADIUM WAY,
ASCEND LEADERSHIP ACADEMY: LEE COUNTY,DURHAM,NC,315 RONDELAY DRIVE,
ADAMS (JOHN) ADULT HIGH,SAN FRANCISCO,CA,1860 HAYES ST.,
ASCENSION ACADEMY,AMARILLO,TX,9300 ASCENSION PKWY,
ADAMS (JOHN)(APHASIA),TORRANCE,CA,2121 W. 238TH ST.,
ASCENSION CATHOLIC DIOCESAN REGIONAL SCHOOL,DONALDSONVILLE,LA,311 SAINT VINCENT ST,
ASCENSION CATHOLIC SCHOOL,MELBOURNE,FL,3000 N HARBOR CITY BLVD,
ASCENSION ELEMENTARY SCHOOL,OAK PARK,IL,601 VAN BUREN ST,
ASCENSION EPISCOPAL KINDERGARTEN,VESTAVIA,AL,1912 CANYON RD,
ASCENSION EPISCOPAL SCHOOL,HOUSTON,TX,2525 SEAGLER,
ASCENSION EPISCOPAL SCHOOL,YOUNGSVILLE,LA,1800 CHEMIN METAIRIE PKWY,
ASCENSION LUTHERAN SCHOOL,FORT WAYNE,IN,8811 SAINT JOE RD,
ASCENSION LUTHERAN SCHOOL,SARASOTA,FL,800 MCINTOSH RD,
ASCENSION LUTHERAN SCHOOL,THOUSAND OAKS,CA,1600 E HILLCREST DR,
ASCENSION LUTHERAN SCHOOL,TORRANCE,CA,17910 PRAIRIE AVE,
ASCENSION LUTHERAN SCHOOL,TUCSON,AZ,1220 W MAGEE RD,
ASCENSION OF OUR LORD CATHOLIC SCHOOL,LA PLACE,LA,1809 GREENWOOD DR,
ASCENSION SCHOOL,CHESTERFIELD,MO,238 SANTA MARIA DR,
ASCENSION SCHOOL,KETTERING,OH,2001 WOODMAN DR,
ASCENSION SCHOOL,NEW YORK,NY,220 W 108TH ST,
ASCENSION SCHOOL,OVERLAND PARK,KS,9510 W 127TH ST,
ASCENSON,LOUISVILLE,KY,4600 LYNNBROOK DR,
ADAMS COUNTY CHRISTIAN ACADEMY,GETTYSBURG,PA,1865 BIGLERVILLE RD,
ASCENT ACADEMIES OF UTAH - WEST VALLEY,WEST VALLEY CITY,UT,3830 SOUTH 5600 WEST,
ADAMS COUNTY CHRISTIAN SCHOOL,WEST UNION,OH,187 WILLOW DR,
ASCENT SCHOOL FOR INDIVIDUALS WITH AUTISM,DEER PARK,NY,819 GRAND BLVD STE 2,
ASHBROOK INDEPENDENT SCHOOL,CORVALLIS,OR,4045 SW RESEARCH WAY,
ASHCREEK RANCH ACADEMY,TOQUERVILLE,UT,652 SHADY LN,
ADAMS INTERNATIONAL SCHOOL,MAIDENS,VA,1655 BROAD ST RD,
ASHE COUNTY EARLY COLLEGE HIGH,WEST JEFFERSON,NC,363 CAMPUS DR,
ADAMS MIDDLE,RICHMOND,CA,5000 PATTERSON CIR.,
ADAMS MONTESSORI SCHOOL,QUINCY,MA,310 ADAMS ST,
ADAMS PROTESTANT REFORMED CHRISTIAN SCHOOL,WYOMING,MI,5539 BYRON CENTER AVE SW,
ADAMS SCHOOL,REDONDO BEACH,CA,2600 RIPLEY AVE.,
ADAMS SCHOOL,ROCKVILLE,IN,600 N ADAMS RD,
ASHERTON EL,ASHERTON,TX,1295 MAY AVE,
ASHERY,FREDERICKSBURG,OH,9135 TR # 652,
ASHEVILLE CATHOLIC SCHOOL,ASHEVILLE,NC,12 CULVERN ST,
ASHEVILLE CHRISTIAN ACADEMY,SWANNANOA,NC,74 RIVERWOOD RD,
ADAMSVILLE PRIMARY SCHOOL,ATLANTA,GA,286 WILSON MILL RD SW,
ASHEVILLE MONTESSORI SCHOOL,ASHEVILLE,NC,15 JULIA ST,
ASHEVILLE SCHOOL,ASHEVILLE,NC,360 ASHEVILLE SCHOOL RD,
ASHEVILLE-PISGAH CHRISTIAN SCHOOL,CANDLER,NC,90 ACADEMY DR,
ADDAMS JUNIOR HIGH,FRESNO,CA,2117 W. MCKINLEY AVE.,
ADDICOTT (IRWIN O.) (TMR),FRESNO,CA,4784 E. DAYTON AVE.,
ASHLAND ELEMENTARY,SAN LEANDRO,CA,15510 USHER ST.,
ADDLESTONE HEBREW ACADEMY,CHARLESTON,SC,1675 RAOUL WALLENBERG BLVD,
ADELAIDE EDUCATIONAL CENTER,PHILADELPHIA,PA,6100 N 21ST ST,
ADELANTO CHARTER ACADEMY,VICTORVILLE,CA,18000 MCCOY CIR.,
ADELANTO MIDDLE,ADELANTO,CA,18295 RACCOON AVE.,
ADELBROOK-THE LEARNING CENTER OF MANCHESTER,MANCHESTER,CT,42 PROSPECT ST,
ASHLAND MONTESSORI SCHOOL,ASHLAND,OH,1515 MIFFLIN AVE,
ADELPHIAN JR. ACADEMY,HOLLY,MI,740 ACADEMY RD,
ASHLAND TECHNICAL COLLEGE,ASHLAND,KY,4818 ROBERTS DRIVE,
ADELPHOI ACADEMY AT HARTFORD HEIGHTS,NORTH HUNTINGDON,PA,15020 ARDARA RD,
ADELPHOI EDUCATION AT ALTOONA,ALTOONA,PA,900 S JAGGARD ST,
ADELPHOI EDUCATION AT BUTLER,BUTLER,PA,120 W CUNNINGHAM ST,
ADELPHOI EDUCATION AT MILLVALE,PITTSBURGH,PA,608 FARRAGUT ST,
ADELPHOI EDUCATION PARTIAL HOSPITALIZATION,LATROBE,PA,310 LIGONIER ST,
ASHLEY ACADEMY,JOHNSON CITY,TN,1502 KNOB CREEK RD,
ADIRONDACK CHRISTIAN SCHOOL,WILMINGTON,NY,6065 NYS ROUTE 86,
ASHLEY HALL SCHOOL,CHARLESTON,SC,172 RUTLEDGE AVE,
ADMINISTRATOR,KITTANNING,PA,215 AURTHER ST,
ADMIRAL FARRAGUT ACADEMY,ST PETERSBURG,FL,501 PARK ST N,
ASHTON ELEMENTARY,SALINAS,CA,112 S. WOOD ST.,
ADOLESCENT DAY TREATMENT CENTER,SAN JOSE,CA,650 S. BASCOM AVE.,
ADOLFO EGUEN,FLORIDA,PR,CARR 641 KM 1 HM 1 BO PAJONAL,
ADOLPH SCHREIBER HEBREW ACADEMY,NEW CITY,NY,360 NEW HEMPSTEAD RD,
ADONAI ACADEMY,CHATTANOOGA,TN,2809 13TH AVE,
ASHVILLE SCHOOL,OXFORD,PA,272 ASHVILLE RD,
ADRIAN MARTINEZ GANDIA,HATILLO,PR,CALLE MANUEL LA COMBA SECT MARINA,
ASHWOOD WALDORF SCHOOL,ROCKPORT,ME,180 PARK ST,
ADRIAN MEDINA,HUMACAO,PR,CARR 921 INTERSECCI?N 914 BO. TEJAS,
