SALAMONIE SCHOOL, WARREN, IN
ST PAULS LUTHERAN SCHOOL, CULLMAN, AL
ST PAULS LUTHERAN SCHOOL, EAST TROY, WI
ST PAULS LUTHERAN SCHOOL, FULDA, MN
ST PAULS LUTHERAN SCHOOL, IXONIA, WI
ST PAULS LUTHERAN SCHOOL, LATIMER, IA
ST PAULS LUTHERAN SCHOOL, MENOMONIE, WI
ST PAULS LUTHERAN SCHOOL, MOLINE, IL
ST PAULS LUTHERAN SCHOOL, PLYMOUTH, NE
ST PAULS LUTHERAN SCHOOL, RAPID CITY, SD
ST PAULS LUTHERAN SCHOOL, SEDALIA, MO
ST PEREGRINE ACADEMY, RICHFIELD, OH
ST PETER & ST PAUL CATHOLIC SCHOOL, ALTA LOMA, CA
ST PETER CATHEDRAL SCHOOL, WILMINGTON, DE
ST PETER CATHOLIC SCHOOL, MIDDLETON, WI
ST PETER CATHOLIC SCHOOL, WICHITA, KS
ST PETER CENTRAL CATHOLIC ELEMENTARY SCHOOL, WORCESTER, MA
ST PETER CHANEL INTERPAROCHIAL SCHOOL, PAULINA, LA
ST PETER ELEMENTARY SCHOOL, CHIPPEWA FALLS, WI
ST PETER-IMMANUEL LUTHERAN SCHOOL, DECATUR, IN
ST PETERS CHRISTIAN DAY SCHOOL, BALTIMORE, MD
ST PETERS EPISCOPAL SCHOOL, CHATTANOOGA, TN
ST PETERS LUTHERAN SCHOOL, HELENVILLE, WI
ST PETERSBURG COLLEGE - HEALTH EDUCATION CENTER, PINELLAS, FL
ST PHILIP NERI SCHOOL, BRONX, NY
ST PHILIP NERI SCHOOL, INDIANAPOLIS, IN
ST PHILIP NERI SCHOOL, MIDWEST CITY, OK
ST PHILIP SCHOOL, GREENVILLE, RI
ST PHILIP SCHOOL, MELBOURNE, KY
ST PHILIP'S EPISCOPAL SCHOOL, UVALDE, TX
ST PHILIPS LUTHERAN SCHOOL, MILWAUKEE, WI
ST PHILOMENA SCHOOL, PEORIA, IL
ST PHILOMENE ELEMENTARY SCHOOL, SACRAMENTO, CA
ST PIUS SCHOOL, SOUTHGATE, MI
ST PIUS V SCHOOL, PROVIDENCE, RI
ST PIUS X CATHOLIC SCHOOL, DALLAS, TX
ST PIUS X CHURCH, BALTIMORE, MD
ST PIUS X ELEMENTARY SCHOOL, TOLEDO, OH
ST RAPHAEL CATHOLIC SCHOOL, NAPERVILLE, IL
ST RITA SCHOOL, ROCKFORD, IL
ST RITA SCHOOL, SOLON, OH
ST ROBERT BELLARMINE ELEMENTARY SCHOOL, BURBANK, CA
ST ROBERT SCHOOL, SHOREWOOD, WI
ST ROMUALD INTERPAROCHIAL SCHOOL, HARDINSBURG, KY
ST ROSALIA ACADEMY, PITTSBURGH, PA
ST ROSE ELEM SCHOOL, BREESE, IL
ST ROSE OF LIMA ACADEMY, SHORT HILLS, NJ
ST ROSE OF LIMA CATHLIC SCHOOL, MONROEVILLE, IN
ST ROSE OF LIMA SCHOOL, NEWTOWN, CT
ST ROSE OF LIMA SCHOOL, PHILADELPHIA, PA
ST ROSE PHILIPPINE DUCHESNE, GARNETT, KS
ST ROSE SCHOOL, WILMINGTON, IL
ST ROSE ST MARY'S SCHOOL, CLINTONVILLE, WI
ST SEBASTIAN SCHOOL, AKRON, OH
ST STANISLAUS ELEMENTARY SCHOOL, CHICOPEE, MA
ST STANISLAUS KOSTKA SCHOOL, ADAMS, MA
ST STANISLAUS KOSTKA SCHOOL, MASPETH, NY
ST STANISLAUS SCHOOL, CLEVELAND, OH
ST STANISLAUS SCHOOL, DORR, MI
ST STEPHEN ELEMENTARY SCHOOL, NEW BOSTON, MI
ST STEPHEN PAROCHIAL SCHOOL, KINGSVILLE, MD
ST STEPHEN PROTOMARTYR SCHOOL, SAINT LOUIS, MO
ST STEPHENS ACADEMY, BEAVERTON, OR
ST STEPHENS SCHOOL, WHITEHALL, PA
ST TERESA CATHOLIC SCHOOL, BELLEVILLE, IL
ST TERESA CATHOLIC SCHOOL, TITUSVILLE, FL
ST TERESA EARLY CHILDHOOD CENTER, SUMMIT, NJ
ST TERESA OF AVILA SCHOOL, LOS ANGELES, CA
ST TERESA'S ACADEMY, KANSAS CITY, MO
ST THERESA ELEMENTARY SCHOOL, PALATINE, IL
ST THERESA SCHOOL, BRONX, NY
ST THERESA SCHOOL, WEST ROXBURY, MA
ST THERESAS CATHOLIC SCHOOL, AUSTIN, TX
ST THERESE CATHOLIC ACADEMY, SEATTLE, WA
ST THERESE CATHOLIC SCHOOL, ALBUQUERQUE, NM
ST THERESE CATHOLIC SCHOOL, PUEBLO, CO
ST THERESE SCHOOL, FORT WAYNE, IN
ST THERESE SCHOOL, SOUTHGATE, KY
ST THERESE SCHOOL, WAYZATA, MN
ST THERESE SCHOOL-MUNHALL, HOMESTEAD, PA
ST THOMAS AQUINAS CATHOLIC SCHOOL, WICHITA, KS
ST THOMAS AQUINAS HIGH SCHOOL, DOVER, NH
ST THOMAS AQUINAS SCHOOL, WEBSTER CITY, IA
ST THOMAS CATHOLIC ELEMENTARY SCHOOL, PHILO, IL
ST THOMAS EPISCOPAL PARISH SCHOOL, CORAL GABLES, FL
ST THOMAS MORE ACADEMY, MIDDLETOWN, MD
ST THOMAS MORE ELEMENTARY SCHOOL, ELGIN, IL
ST THOMAS MORE SCHOOL, CINCINNATI, OH
ST THOMAS MORE SCHOOL, KANSAS CITY, MO
ST THOMAS REGIONAL SCHOOL, PROVIDENCE, RI
ST THOMAS SCHOOL, MEDINA, WA
ST THOMAS THE APOSTLE SCHOOL, OLD BRIDGE, NJ
ST THOMAS THE APOSTLE SCHOOL, PEORIA HEIGHTS, IL
ST TIMOTHY CHRISTIAN ACADEMY, PLANO, TX
ST TURIBIUS SCHOOL, LOS ANGELES, CA
ST VALENTINE CATHOLIC ELEMENTARY SCHOOL, REDFORD, MI
ST VERONICA/INDEPENDENCE MISSION SCHOOL, PHILADELPHIA, PA
ST VICTOR ELEMENTARY SCHOOL, SAN JOSE, CA
ST VINCENT ACADEMY, NEWARK, NJ
ST VINCENT DE PAUL SCHOOL, BROOKLYN PARK, MN
ST VINCENT DE PAUL SCHOOL, MARTHASVILLE, MO
ST VINCENT DE PAUL SCHOOL, WISCONSIN RAPIDS, WI
ST VINCENT DEPAUL SCHOOL, SEWARD, NE
ST VINCENT SCHOOL, LOS ANGELES, CA
ST WALTER SCHOOL, CHICAGO, IL
ST WENCESLAUS ELEMENTARY SCHOOL, DODGE, NE
ST WENCESLAUS SCHOOL, OMAHA, NE
ST WENCESLAUS SCHOOL, WAHOO, NE
ST, JOSEPH ST. ROBERT SCHOOL, WARRINGTON, PA
ST. ALBANS CITY ELEMENTARY SCHOOL, SAINT ALBANS, VT
ST. AMANT HIGH SCHOOL, ST. AMANT, LA
ST. ANDREWS UNIVERSITY, LAURINBURG, NC
ST. ANTHONY PARK ELEMENTARY, SAINT PAUL, MN
ST. ANTHONY'S ELEMENTARY, OXNARD, CA
ST. BARNABAS ELEMENTARY, LONG BEACH, CA
ST. CATHERINE OF SIENA SCHOOL, VALLEJO, CA
ST. CHARLES WEST HIGH, ST CHARLES, MO
ST. CLARE WALKER MIDDLE, LOCUST HILL, VA
ST. CORNELIUS SCHOOL, LONG BEACH, CA
ST. EUPHRASIA SCHOOL, GRANADA HILLS, CA
ST. FRANCIS DE SALES SCHOOL, RIVERSIDE, CA
ST. GEORGE ELEMENTARY SCHOOL, FOLKSTON, GA
ST. GEORGES TECHNICAL HIGH SCHOOL, MIDDLETOWN, DE
ST. GERTRUDE SCHOOL, BELL GARDENS, CA
ST. HELENA COLLEGE AND CAREER ACADEMY, GREENSBURG, LA
ST. JAMES CATHOLIC SCHOOL, PERRIS, CA
ST. JAMES ELEMENTARY, TORRANCE, CA
ST. JOHN'S UNIVERSITY-NEW YORK - MANHATTAN CAMPUS, NEW YORK, NY
ST. JOHNS LEARNING CENTER, ST. JOHNS, AZ
ST. LOUIS COLLEGE OF PHARMACY, SAINT LOUIS, MO
ST. MARKS SCHOOL, COLWICH, KS
ST. MARTIN MIDDLE SCHOOL, OCEAN SPRINGS, MS
ST. MARY COPTIC ORTHODOX SCHOOL, NORTHRIDGE, CA
ST. MARY ELEMENTARY CATHOLIC, PALMDALE, CA
ST. MARY'S UNIVERSITY, SAN ANTONIO, TX
ST. MATTHEW'S PARISH SCHOOL, PACIFIC PALISADES, CA
ST. MATTHEWS K-8 SCHOOL, ST. MATTHEWS, SC
ST. MICHAEL'S SCHOOL, POWAY, CA
ST. MONICA ACADEMY, MONTROSE, CA
ST. MONICA CATHOLIC ELEMENTARY SCHOOL, SANTA MONICA, CA
ST. NICHOLAS ELEMENTARY, LOS ALTOS HLS, CA
ST. PANCRATIUS PARISH SCHOOL, LAKEWOOD, CA
ST. PASCHAL BAYLON ELEMENTARY, THOUSAND OAKS, CA
ST. PATRICK PAROCHIAL ELEMENTARY, ARROYO GRANDE, CA
ST. PATRICK-ST. VINCENT HIGH SCHOOL, VALLEJO, CA
ST. PAUL ELEMENTARY SCHOOL, ST. PAUL, KS
ST. PAUL HIGH SCHOOL, SANTA FE SPRINGS, CA
ST. PAUL HIGH SCHOOL, ST PAUL, AR
ST. PETER MARTYR ELEMENTARY, PITTSBURG, CA
ST. PETER MIDDLE SCHOOL, SAINT PETER, MN
ST. PETERS ELEM., ST PETERS, MO
ST. ROBERT CATHOLIC SCHOOL, SACRAMENTO, CA
ST. ROSE ELEMENTARY, ROSEVILLE, CA
ST. ROSE-MCCARTHY CATHOLIC, HANFORD, CA
ST. SEBASTIAN SCHOOL, SANTA PAULA, CA
ST. STEPHEN LUTHERAN SCHOOL, MOUNTAIN VIEW, CA
ST. STEPHEN SCHOOL, SAN FRANCISCO, CA
ST. THERESA SCHOOL, OAKLAND, CA
ST. THERESE SCHOOL, ALHAMBRA, CA
ST. THOMAS AQUINAS SCHOOL, MONTEREY PARK, CA
ST. THOMAS MORE, SAN FRANCISCO, CA
ST. VERONICA CATHOLIC SCHOOL, SOUTH SAN FRANCISCO, CA
STACEY MIDDLE, HUNTINGTON BEACH, CA
STACY MIDDLE, MILFORD, MA
STADIUM DRIVE ELEMENTARY SCHOOL, LAKE ORION, MI
STAFFORD INTERMEDIATE SCHOOL, MANAHAWKIN, NJ
STAFFORD PRI, STAFFORD, TX
STAFFORD PRIMARY SCHOOL, WEST LINN, OR
STAGEBARN MIDDLE SCHOOL - 10, SUMMERSET, SD
STAGECOACH ELEMENTARY, GALLUP, NM
STAGECOACH ELEMENTARY, ROCK SPRINGS, WY
STAGECOACH SCHOOL, SELDEN, NY
STAHL JUNIOR HIGH, PUYALLUP, WA
STALLINGS ISLAND MIDDLE SCHOOL, MARTINEZ, GA
STAMBAUGH CHARTER ACADEMY, YOUNGSTOWN, OH
STAMBAUGH ELEMENTARY SCHOOL, IRON RIVER, MI
STANDARD MIDDLE, BAKERSFIELD, CA
STANDIFER GAP SDA SCHOOL, CHATTANOOGA, TN
STANDIFORD ELEMENTARY, MODESTO, CA
STANDING PINE ELEMENTARY SCHOOL, CARTHAGE, MS
STANDISHSTERLING CENTRAL ELEMENTARY SCHOOL, STANDISH, MI
STANFIELD ELEMENTARY, STANFIELD, NC
STANFIELD ELEMENTARY SCHOOL, STANFIELD, OR
STANFORD AVENUE ELEMENTARY, SOUTH GATE, CA
STANFORD EISENBERG KNOXVILLE JEWISH DAY SCHOOL, KNOXVILLE, TN
STANFORD ELEMENTARY, NASHVILLE, TN
STANGEL ELEMENTARY, MANITOWOC, WI
STANHOPE ELMORE HIGH SCHOOL, MILLBROOK, AL
STANISLAUS ACADEMY, TURLOCK, CA
STANISLAUS ALTERNATIVE CHARTER, MODESTO, CA
STANISLAUS COUNTY WEST CAMPUS, MODESTO, CA
STANLEY, SWAMPSCOTT, MA
STANLEY CORRECTIONAL INSTITUTION, STANLEY, WI
STANLEY ELEMENTARY SCHOOL, STANLEY, ND
STANLEY HIGH SCHOOL, LOGANSPORT, LA
STANLEY HIGH SCHOOL, STANLEY, ND
STANLEY M KOZIOL ELEMENTARY SCHOOL, WARE, MA
STANLEY MAKOWSKI EARLY CHILDHOOD CENTER, BUFFALO, NY
STANLEY MIDDLE, STANLEY, NC
STANLEYTOWN ELEMENTARY, STANLEYTOWN, VA
STANLY ACADEMY LEARNING CENTER, ALBEMARLE, NC
STANLY COMMUNITY COLLEGE, ALBEMARLE, NC
STANSBURY HIGH, STANSBURY PARK, UT
STANTON EDWIN M SCH, PHILADELPHIA, PA
STANTON ELEMENTARY SCHOOL, HAMMONDSVILLE, OH
STANTON ELEMENTARY SCHOOL, STANTON, IA
STANTON SCHOOL, FOX LAKE, IL
STANTON-SMITH EL, WHITEHOUSE, TX
STANWOOD A. MURPHY ELEMENTARY, SCOTIA, CA
STANWOOD EL SCH, NEW STANTON, PA
STAPLETON ELEM., JOPLIN, MO
STAPLETON ELEMENTARY SCHOOL, STAPLETON, NE
STAPLETON SCHOOL, STAPLETON, AL
STAR ACADEMY, LILLINGTON, NC
STAR ACADEMY, SAN RAFAEL, CA
STAR AT ANDERSON COMMUNITY DAY, SAN BERNARDINO, CA
STAR BABIES LEARNING CENTER, MIAMI SPRINGS, FL
STAR CHARTER SCHOOL, FLAGSTAFF, AZ
STAR CHRISTIAN ACADEMY, SMITHFIELD, NC
STAR ELEM SCHOOL, PASCO, WA
STAR ELEMENTARY, STAR, NC
STAR ELEMENTARY SCHOOL, STAR, ID
STAR MIDDLE SCHOOL, STAR, ID
STAR VALLEY HIGH SCHOOL, AFTON, WY
STAR VALLEY MIDDLE SCHOOL, AFTON, WY
STAR VIEW ELEMENTARY, MIDWAY CITY, CA
STARBRIGHT EARLY LEARNING CENTER, ANCHORAGE, AK
STARBRIGHT SCHOOL, SAN JOSE, CA
STARBUCK ELEMENTARY SCHOOL, WATERTOWN, NY
STARBUCK INTERMEDIATE, LA HABRA, CA
STARBUCK MIDDLE, RACINE, WI
STARGATE CHARTER SCHOOL, THORNTON, CO
STARK COUNTY ELEM SCH, WYOMING, IL
STARK STATE COLLEGE - ALLIANCE SATELITE CENTER, ALLIANCE, OH
STARK STATE COLLEGE - BARBERTON SATELITE CENTER, BARBERTON, OH
STARKEY ELEMENTARY SCHOOL, SEMINOLE, FL
STARLIGHT ELEMENTARY, BEAUMONT, CA
STARLINE ELEMENTARY SCHOOL, LAKE HAVASU CITY, AZ
STARLING ELEMENTARY SCHOOL, GRAYSON, GA
STARMARKER SCHOOL EARLY EDUCATION WYILDWOOD, CALIFORNIA, MD
STARMOUNT HIGH, BOONVILLE, NC
STARPOINT SCHOOL, FORT WORTH, TX
STARQUEST ACAD RSSP NORTH, JOHNSTON CITY, IL
STARQUEST ACAD RSSP SOUTH, METROPOLIS, IL
STARR ELEMENTARY, FRESNO, CA
STARR ELEMENTARY, STARR, SC
STARR ELEMENTARY SCHOOL, GRAND ISLAND, NE
STARR ELEMENTARY SCHOOL, OREGON, OH
STARR ELEMENTARY SCHOOL, PLAINWELL, MI
STARR-IVA MIDDLE, STARR, SC
STARRETT EL, GRAND PRAIRIE, TX
STARRY ELEMENTARY SCHOOL, MARION, IA
STARS ACADEMY, PATERSON, NJ
STARS ACADEMY, PATERSON, NJ
STARTOWN ELEMENTARY, NEWTON, NC
STATE COLLEGE AREA HS, STATE COLLEGE, PA
STATE EL CTR, LARKSVILLE, PA
STATE FAIR COMMUNITY COLLEGE - BOONVILLE, BOONVILLE, MO
STATE FAIR COMMUNITY COLLEGE - CLINTON, CLINTON, MO
