name,city,state,address,district
KILLEEN ISD EARLY COLLEGE H S,FORT HOOD,TX,,KILLEEN INDEPENDENT SCHOOL DISTRICT
MEMORIAL MIDDLE,MISSION,TX,,LA JOYA INDEPENDENT SCHOOL DISTRICT
HIGHPOINT - DAEP,LA PORTE,TX,,LA PORTE INDEPENDENT SCHOOL DISTRICT
ARBOR CREEK MIDDLE,CARROLLTON,TX,,LEWISVILLE INDEPENDENT SCHOOL DISTRICT
SOUTH BRUNSWICK CHARTER,BOLIVIA,NC,,SOUTH BRUNSWICK CHARTER SCHOOL
ACADEMIC LEADERSHIP CHARTER SCHOOL,BRONX,NY,,ACADEMIC LEADERSHIP CHARTER SCHOOL
LINCOLN CHARTER SCHOOL,DENVER,NC,,LINCOLN CHARTER SCHOOL
ROY J SMITH MIDDLE,KILLEEN,TX,,KILLEEN INDEPENDENT SCHOOL DISTRICT
KELLER EARLY LEARNING CENTER - SOUTH,FORT WORTH,TX,,KELLER INDEPENDENT SCHOOL DISTRICT
ALMA BREWER STRAWN EL,DALE,TX,,LOCKHART INDEPENDENT SCHOOL DISTRICT
LAGOS EL,MANOR,TX,,MANOR INDEPENDENT SCHOOL DISTRICT
MARLIN PRI ACADEMY,MARLIN,TX,,MARLIN INDEPENDENT SCHOOL DISTRICT
MARTINS MILL EL,MARTIN'S MILL,TX,,MARTINS MILL INDEPENDENT SCHOOL DISTRICT
MCDADE H S,MCDADE,TX,,MCDADE INDEPENDENT SCHOOL DISTRICT
DOWELL MIDDLE,MCKINNEY,TX,,MCKINNEY INDEPENDENT SCHOOL DISTRICT
MENARD J H,MENARD,TX,,MENARD INDEPENDENT SCHOOL DISTRICT
FAIRVIEW ACCELERATED,MILES,TX,,MILES INDEPENDENT SCHOOL DISTRICT
CHILD DEVELOPMENT CENTER,MOUNT PLEASANT,TX,,MOUNT PLEASANT INDEPENDENT SCHOOL DISTRICT
OAK HILLS J H,MONTGOMERY,TX,,MONTGOMERY INDEPENDENT SCHOOL DISTRICT
LAKE CREEK H S,MONTGOMERY,TX,,MONTGOMERY INDEPENDENT SCHOOL DISTRICT
BRULE EL,NAVASOTA,TX,,NAVASOTA INDEPENDENT SCHOOL DISTRICT
HOMEBASED COMP ED,SAN ANTONIO,TX,,NORTH EAST INDEPENDENT SCHOOL DISTRICT
TEGELER CAREER CENTER,PASADENA,TX,,PASADENA INDEPENDENT SCHOOL DISTRICT
ROSE HAGGAR EL,DALLAS,TX,,PLANO INDEPENDENT SCHOOL DISTRICT
EAST EL,PROGRESO,TX,,PROGRESO INDEPENDENT SCHOOL DISTRICT
GOSSETT EL,RANKIN,TX,,RANKIN INDEPENDENT SCHOOL DISTRICT
COIT/FRANKFORD ROAD NEW EL,PLANO,TX,,PLANO INDEPENDENT SCHOOL DISTRICT
DOUBLE O ELEMENTARY SCHOOL,HINES,OR,,DOUBLE O SD 28
IMNAHA ELEMENTARY SCHOOL,IMNAHA,OR,,JOSEPH SD 6
KALLISON EL,SAN ANTONIO,TX,,NORTHSIDE INDEPENDENT SCHOOL DISTRICT
RICE CHALLENGE ACADEMY,EAGLE LAKE,TX,,RICE CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
AVIS EL SCH,JERSEY SHORE,PA,,JERSEY SHORE AREA SD
AMY PARKS-HEATH EL,HEATH,TX,,ROCKWALL INDEPENDENT SCHOOL DISTRICT
LAUGHLIN EL STEM MAGNET,DEL RIO,TX,,SAN FELIPE-DEL RIO CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
STEPHEN DECATUR MIDDLE,CLINTON,MD,,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
LOYSVILLE YOUTH DEV CTR,LOYSVILLE,PA,,LOYSVILLE YOUTH DEV CTR
ALLISON L STEELE E L C,SCHERTZ,TX,,SCHERTZ-CIBOLO-U CITY INDEPENDENT SCHOOL DISTRICT
KEYS ACAD,EL PASO,TX,,SOCORRO INDEPENDENT SCHOOL DISTRICT
HELEN BALL EL,EL PASO,TX,,SOCORRO INDEPENDENT SCHOOL DISTRICT
PENN-KIDDER CAMPUS,ALBRIGHTSVILLE,PA,,JIM THORPE AREA SD
SOMERSET ACADEMIC ACHIEVEMENT CENTER,SOMERSET,TX,,SOMERSET INDEPENDENT SCHOOL DISTRICT
OLD ROCHESTER REGIONAL HIGH,MATTAPOISETT,MA,,OLD ROCHESTER
SPRING BRANCH ACADEMIC INSTITUTE,HOUSTON,TX,,SPRING BRANCH INDEPENDENT SCHOOL DISTRICT
CLARK PRI,HOUSTON,TX,,SPRING INDEPENDENT SCHOOL DISTRICT
DR BRUCE WOOD EL,TERRELL,TX,,TERRELL INDEPENDENT SCHOOL DISTRICT
F. E. DUBOSE CAREER CENTER,MANNING,SC,,CLARENDON 80
THREE LAKES MIDDLE,TYLER,TX,,TYLER INDEPENDENT SCHOOL DISTRICT
EARLY CHILDHOOD EDU CTR,POTTSVILLE,PA,,MINERSVILLE AREA SD
VENUS MIDDLE,VENUS,TX,,VENUS INDEPENDENT SCHOOL DISTRICT
21ST CENTURY EARLY LEARNING FOUNDATIONS ACADEMY,WESLACO,TX,,WESLACO INDEPENDENT SCHOOL DISTRICT
MOUNTAIN VIEW JSHS,KINGSLEY,PA,,MOUNTAIN VIEW SD
WILLITS ELEMENTARY SCHOOL,SYOSSET,NY,,SYOSSET CENTRAL SCHOOL DISTRICT
CAREER EDUCATION CENTER,WICHITA FALLS,TX,,WICHITA FALLS INDEPENDENT SCHOOL DISTRICT
GEORGE W BUSH EL,ST PAUL,TX,,WYLIE INDEPENDENT SCHOOL DISTRICT
BEL AIR MIDDLE,EL PASO,TX,,YSLETA INDEPENDENT SCHOOL DISTRICT
DEL VALLE MIDDLE,EL PASO,TX,,YSLETA INDEPENDENT SCHOOL DISTRICT
MOORCROFT K-8,MOORCROFT,WY,,CROOK COUNTY SCHOOL DISTRICT #1
WIND RIVER LEARNING ACADEMY,PAVILLION,WY,,FREMONT COUNTY SCHOOL DISTRICT # 6
VALLEY COTTAGE SCHOOL,VALLEY COTTAGE,NY,,NYACK UNION FREE SCHOOL DISTRICT
REYNOLDS ARTHUR ACADEMY,TROUTDALE,OR,,REYNOLDS SD 7
SUMMIT ACADEMY COMMUNITY SCHOOL-COLUMBUS,COLUMBUS,OH,,SUMMIT ACADEMY COMMUNITY SCHOOL-COLUMBUS
STEM PREP ACADEMY,NASHVILLE,TN,,DAVIDSON COUNTY
MADISON SOUTH ELEMENTARY SCHOOL,MANSFIELD,OH,,MADISON LOCAL
FORDHAM COLONY ELEMENTARY - 04,CARPENTER,SD,,CLARK SCHOOL DISTRICT 12-2
ELK MOUNTAIN ELEMENTARY - 01,DEWEY,SD,,ELK MOUNTAIN SCHOOL DISTRICT 16-2
LAKEVIEW COLONY ELEMENTARY - 05,LAKE ANDES,SD,,ANDES CENTRAL SCHOOL DISTRICT 11-1
RED SHIRT SCHOOL - 04,HERMOSA,SD,,OGLALA LAKOTA COUNTY 65-1
WAVERLY-SOUTH SHORE ELEMENTARY - 02,WAVERLY,SD,,WAVERLY SCHOOL DISTRICT 14-5
SWEETWATER PRIMARY SCHOOL,SWEETWATER,TN,,SWEETWATER
GILMER COUNTY ELEMENTARY SCHOOL,GLENVILLE,WV,,GILMER COUNTY SCHOOLS
MASON COUNTY SCHOOL FOR SUCCESS,POINT PLEASANT,WV,,MASON COUNTY SCHOOLS
WEST PRESTON SCHOOL,ARTHURDALE,WV,,PRESTON COUNTY SCHOOLS
MCNAUGHTON CORRECTIONAL CENTER,LAKE TOMAHAWK,WI,,WISCONSIN DEPARTMENT OF CORRECTIONS
WALLACE ACCELERATED H S,COLORADO CITY,TX,,BLACKWELL CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
LA CASA DE ESPERANZA CHARTER SCHOOL,WAUKESHA,WI,,LA CASA DE ESPERANZA CHARTER SCHOOL AGENCY
NORTH STAR ACADEMY,CAMERON,WI,,CAMERON SCHOOL DISTRICT
BERWICK AREA MS,BERWICK,PA,,BERWICK AREA SD
4K CENTER FOR LITERACY,KIMBERLY,WI,,KIMBERLY AREA SCHOOL DISTRICT
MAUSTON MONTESSORI CHARTER SCHOOL,MAUSTON,WI,,MAUSTON SCHOOL DISTRICT
SEEDS OF HEALTH ELEMENTARY PROGRAM,MILWAUKEE,WI,,SEEDS OF HEALTH INC
PESHTIGO MIDDLE,PESHTIGO,WI,,PESHTIGO SCHOOL DISTRICT
COWLITZ COUNTY YOUTH SERVICES CENTER,LONGVIEW,WA,,EDUCATIONAL SERVICE DISTRICT 112
ESD 112 OPEN DOORS REENGAGEMENT,VANCOUVER,WA,,EDUCATIONAL SERVICE DISTRICT 112
SUMMIT PUBLIC SCHOOL: SIERRA,SEATTLE,WA,,SUMMIT PUBLIC SCHOOL: SIERRA
RAINIER PREP,SEATTLE,WA,,RAINIER PREP CHARTER SCHOOL DISTRICT
SPOKANE INTERNATIONAL ACADEMY ELEMENTARY,SPOKANE,WA,,SPOKANE INTERNATIONAL ACADEMY
PRIDE PREP SCHOOL,SPOKANE,WA,,PRIDE PREP CHARTER SCHOOL DISTRICT
SUMMIT VIEW MIDDLE SCHOOL,BATTLE GROUND,WA,,BATTLE GROUND SCHOOL DISTRICT
CASCADE HOME-LINK,LEAVENWORTH,WA,,CASCADE SCHOOL DISTRICT
CPSD OPEN DOORS PROGRAM,LAKEWOOD,WA,,CLOVER PARK SCHOOL DISTRICT
CAREER & ACADEMIC RE-ENGAGEMENT CENTER,BREMERTON,WA,,BREMERTON SCHOOL DISTRICT
CHENEY OPEN DOORS,CHENEY,WA,,CHENEY SCHOOL DISTRICT
CLOVER PARK EARLY LEARNING PROGRAM,LAKEWOOD,WA,,CLOVER PARK SCHOOL DISTRICT
OTHER SCHOOLS,EVERETT,WA,,EVERETT SCHOOL DISTRICT
STEP UP TO COLLEGE OPEN DOORS HIGH SCHOOL,GRANDVIEW,WA,,GRANDVIEW SCHOOL DISTRICT
DISCOVERY HIGH SCHOOL-ACHIEVE,LONGVIEW,WA,,LONGVIEW SCHOOL DISTRICT
MEAD OPEN DOORS,MEAD,WA,,MEAD SCHOOL DISTRICT
MOSSYROCK ACADEMY,MOSSYROCK,WA,,MOSSYROCK SCHOOL DISTRICT
RE-ENGAGEMENT SCHOOL (NINE MILE FALLS),NINE MILE FALLS,WA,,NINE MILE FALLS SCHOOL DISTRICT
BARBARA MCCLINTOCK STEM ELEMENTARY,PASCO,WA,,PASCO SCHOOL DISTRICT
MARIE CURIE STEM ELEMENTARY,PASCO,WA,,PASCO SCHOOL DISTRICT
CAPTAIN GRAY STEM ELEMENTARY,PASCO,WA,,PASCO SCHOOL DISTRICT
ROYAL INTERMEDIATE SCHOOL,ROYAL CITY,WA,,ROYAL SCHOOL DISTRICT
INTERAGENCY OPEN DOORS,SEATTLE,WA,,SEATTLE SCHOOL DISTRICT NO. 1
BRIDGES TRANSITION,SEATTLE,WA,,SEATTLE SCHOOL DISTRICT NO. 1
SELAH INTERMEDIATE SCHOOL,SELAH,WA,,SELAH SCHOOL DISTRICT
SELAH MIDDLE SCHOOL,SELAH,WA,,SELAH SCHOOL DISTRICT
FUTURES PROGRAM,STEILACOOM,WA,,STEILACOOM HIST. SCHOOL DISTRICT
BIRTH TO THREE,STEILACOOM,WA,,STEILACOOM HIST. SCHOOL DISTRICT
WHITE RIVER HOMESCHOOL,BUCKLEY,WA,,WHITE RIVER SCHOOL DISTRICT
WOODLAND MIDDLE SCHOOL,WOODLAND,WA,,WOODLAND SCHOOL DISTRICT
HARMONY SCIENCE ACAD (SAN ANTONIO),SAN ANTONIO,TX,,HARMONY SCIENCE ACAD (SAN ANTONIO)
GENOA-KINGSTON MIDDLE SCHOOL,GENOA,IL,,GENOA KINGSTON CONSOLIDATED UNIT SCHOOL DISTRICT 424
NORTH TEXAS COLLEGIATE ACADEMY-NORTH CAMPUS,DENTON,TX,,NORTH TEXAS COLLEGIATE ACADEMY
UME PREPARATORY ACADEMY,DALLAS,TX,,UME PREPARATORY ACADEMY
OVERBROOK CHILD DEVELOPMENT CENTER,GREENVILLE,SC,,GREENVILLE 01
WHITESIDE MIDDLE SCHOOL,BELLEVILLE,IL,,WHITESIDE SD 115
E B WILSON,GALLATIN,TN,,SUMNER COUNTY
DUBOIS HIGH OF LEADERSHIP PUBLIC POLICY,MEMPHIS,TN,,SHELBY COUNTY
DUBOIS MIDDLE OF LEADERSHIP PUBLIC POLICY,MEMPHIS,TN,,SHELBY COUNTY
PLEASANTVIEW ELEMENTARY,LAKEFIELD,MN,,JACKSON COUNTY CENTRAL SCHOOL DISTRICT.
HERITAGE ACADEMY OF SAN ANTONIO,WINDCREST,TX,,HERITAGE ACADEMY
RENAISSANCE HIGH SCHOOL,FRANKLIN,TN,,WILLIAMSON COUNTY
PHOENIX SCHOOL AT SOUTHWEST SCHOOLS,HOUSTON,TX,,SOUTHWEST SCHOOL
WINFREE ACADEMY CHARTER SCHOOL - GRAND PRAIRIE,GRAND PRAIRIE,TX,,WINFREE ACADEMY CHARTER SCHOOLS
CHIPPERFIELD EL SCH,STROUDSBURG,PA,,STROUDSBURG AREA SD
PAGE MIDDLE,GLOUCESTER,VA,,GLOUCESTER CO PUBLIC SCHOOLS
MADISON'S TRUST ELEMENTARY,ASHBURN,VA,,LOUDOUN CO PUBLIC SCHOOLS
ACADEMY OF ENGINEERING AND TECHNOLOGY,LEESBURG,VA,,LOUDOUN CO PUBLIC SCHOOLS
CHRIS YUNG ELEMENTARY,BRISTOW,VA,,PRINCE WILLIAM CO PUBLIC SCHOOLS
ELKHARDT THOMPSON MIDDLE,RICHMOND,VA,,RICHMOND CITY PUBLIC SCHOOLS
MARTIN LUTHER KING JR. EARLY LEARNING CENTER,RICHMOND,VA,,RICHMOND CITY PUBLIC SCHOOLS
RICHMOND COUNTY LEARNING CENTER,WARSAW,VA,,RICHMOND CO PUBLIC SCHOOLS
DIAMOND RIDGE HIGH SCHOOL,SANDY,UT,,CANYONS DISTRICT
REHOBOTH ELEMENTARY SCHOOL,REHOBOTH BEACH,DE,,CAPE HENLOPEN SCHOOL DISTRICT
WALLACE STEGNER ACADEMY,SALT LAKE CITY,UT,,WALLACE STEGNER ACADEMY
SOMERSET ACADEMY CHARTER ELEMENTARY SCHOOL (SOUTH HOMESTEAD),HOMESTEAD,FL,,MIAMI-DADE
AMERICAN ACADEMY OF INNOVATION,SOUTH JORDAN,UT,,AMERICAN ACADEMY OF INNOVATION
FRANKLIN DISCOVERY ACADEMY,VINEYARD,UT,,FRANKLIN DISCOVERY ACADEMY
IFLAGLER-VIRTUAL FRANCHISE,BUNNELL,FL,,FLAGLER
ATHLOS ACADEMY OF UTAH,HERRIMAN,UT,,ATHLOS ACADEMY OF UTAH
JORDAN ACADEMY FOR TECHNOLOGY & CAREERS SOUTH,RIVERTON,UT,,JORDAN DISTRICT
WOODVILLE ELEMENTARY,RICHMOND,VA,,RICHMOND CITY PUBLIC SCHOOLS
BASTIAN SCHOOL,HERRIMAN,UT,,JORDAN DISTRICT
JUVENILE DETENT CTR,LUFKIN,TX,,LUFKIN INDEPENDENT SCHOOL DISTRICT
WEBER INNOVATION HIGH SCHOOL,OGDEN,UT,,WEBER DISTRICT
BURCH CREEK SCHOOL,OGDEN,UT,,WEBER DISTRICT
SORRENTO ELEMENTARY,SORRENTO,FL,,LAKE
BRIDGEWATER-EMERY ELEMENTARY - 02,BRIDGEWATER,SD,,BRIDGEWATER-EMERY 30-3
NATURE COAST MIDDLE SCHOOL,CHIEFLAND,FL,,LEVY
BLACK HILLS ACADEMY AT CANYON HILLS - 08,SPEARFISH,SD,,BLACK HILLS SPECIAL SERVICES COOPERATIVEERATIVE
ISLANDS ACADEMY,BEAUFORT,SC,,BEAUFORT 01
NEXTON ELEMENTARY,SUMMERVILLE,SC,,BERKELEY 01
GOLDEN FIELDS SCHOOL,SOUTH JORDAN,UT,,JORDAN DISTRICT
FRED ROBERTS MIDDLE,HOUSTON,TX,,PASADENA INDEPENDENT SCHOOL DISTRICT
MARSHALL KENDRICK MIDDLE,PASADENA,TX,,PASADENA INDEPENDENT SCHOOL DISTRICT
NEXT HIGH,GREENVILLE,SC,,SC PUBLIC CHARTER SCHOOL DISTRICT
BLACKSTONE VALLEY PREP ELEMENT,LINCOLN,RI,,BLACKSTONE VALLEY PREP  A RI MAYORAL ACADEMY
ACHIEVEMENT FIRST ILUMINAR,PROVIDENCE,RI,,ACHIEVEMENT FIRST RHODE ISLAND
RISE PREP MAYORAL ACADEMY,WOONSOCKET,RI,,RISE PREP MAYORAL ACADEMY
THE PELL ANNEX @ JOHN F. KENNE,MIDDLETOWN,RI,,NEWPORT
EVOLUTIONS HIGH SCHOOL,PROVIDENCE,RI,,PROVIDENCE
WESTERLY INCLUSION PRESCHOOL P,WESTERLY,RI,,WESTERLY
CARNAHAN EL,SAN ANTONIO,TX,,NORTHSIDE INDEPENDENT SCHOOL DISTRICT
YOUNG SCHOLARS OF MCKEESPORT CHARTER SCH,MCKEESPORT,PA,,YOUNG SCHOLARS OF GREATER ALLEGHENY CS
BRANDEIS H S,SAN ANTONIO,TX,,NORTHSIDE INDEPENDENT SCHOOL DISTRICT
ARTS ACADEMY ELEMENTARY CHARTER SCHOOL,ALLENTOWN,PA,,ARTS ACADEMY ELEMENTARY CS
KIPP DUBOIS CHARTER SCHOOL,PHILADELPHIA,PA,,KIPP DUBOIS CS
LOGAN EL SCH,NORTH VERSAILLES,PA,,EAST ALLEGHENY SD
EAST ALLEGHENY JSHS,NORTH VERSAILLES,PA,,EAST ALLEGHENY SD
FREEDOM AREA MS,FREEDOM,PA,,FREEDOM AREA SD
FREEDOM AREA EL SCH,FREEDOM,PA,,FREEDOM AREA SD
SWEETWATER ACCELERATED H S,SWEETWATER,TX,,SWEETWATER INDEPENDENT SCHOOL DISTRICT
EAST SHORE ONLINE,OREM,UT,,ALPINE DISTRICT
APS-FORREST HILLS ACADEMY,ATLANTA,GA,,ATLANTA PUBLIC SCHOOLS
FILER HIGH SCHOOL,FILER,ID,,FILER DISTRICT
ROCKY PLAINS ELEMENTARY SCHOOL,COVINGTON,GA,,NEWTON COUNTY
ALCOTT HUMANITIES HIGH SCHOOL,CHICAGO,IL,,CITY OF CHICAGO SD 299
COBDENELEMENTARYSCHOOL,COBDEN,IL,,COBDEN SUD 17
PANTHER VALLEY JSHS,LANSFORD,PA,,PANTHER VALLEY SD
PANTHER VALLEY INTERMEDIATE SCH,LANSFORD,PA,,PANTHER VALLEY SD
HOLIDAY PARK EL SCH,PITTSBURGH,PA,,PLUM BOROUGH SD
HAMILTON TWP EL SCH,SCIOTA,PA,,STROUDSBURG AREA SD
WALLACE EL SCH,YORK,PA,,WEST YORK AREA SD
SEXTON MOUNTAIN ELEMENTARY SCHOOL,BEAVERTON,OR,,BEAVERTON SD 48J
PACIFIC CREST MIDDLE SCHOOL,BEND,OR,,BEND-LAPINE ADMINISTRATIVE SD 1
SILVER RAIL ELEMENTARY SCHOOL,BEND,OR,,BEND-LAPINE ADMINISTRATIVE SD 1
BARNES BUTTE ELEMENTARY,PRINEVILLE,OR,,CROOK COUNTY SD
DALLAS COMMUNITY CHARTER,DALLAS,OR,,DALLAS SD 2
MANA ACADEMY CHARTER SCHOOL,WEST VALLEY CITY,UT,,MANA ACADEMY CHARTER SCHOOL
OREGON CONNECTIONS ACADEMY,MILL CITY,OR,,SANTIAM CANYON SD 129J
GROVE ELEMENTARY SCHOOL,MILTON-FREEWATER,OR,,MILTON-FREEWATER UNIFIED SD 7
MOUNTAINSIDE SCHOOL,MENDON,UT,,CACHE DISTRICT
PROVIDENCE HALL,HERRIMAN,UT,,PROVIDENCE HALL
KENEDY MIDDLE,KENEDY,TX,,KENEDY INDEPENDENT SCHOOL DISTRICT
FRIENDSHIP PCS ONLINE,WASHINGTON,DC,,FRIENDSHIP PUBLIC CHARTER SCHOOLS
WASHINGTON GLOBAL PCS,WASHINGTON,DC,,WASHINGTON GLOBAL PUBLIC CHARTER SCHOOLS
ASCEND CAREER ACADEMY,MARGATE,FL,,BROWARD
ESKDALE HIGH,ESKDALE,UT,,MILLARD DISTRICT
HOSPITAL HOMEBOUND SERVICES,FT. LAUDERDALE,FL,,BROWARD
MOUNTAIN GREEN SCHOOL,MOUNTAIN GREEN,UT,,MORGAN DISTRICT
TOOELE ONLINE K-8,TOOELE,UT,,TOOELE DISTRICT
FRANKLIN ACADEMY PEMBROKE PINES HIGH SCHOOL,PEMBROKE PINES,FL,,BROWARD
PENDLETON EARLY LEARNING CENTER,PENDLETON,OR,,PENDLETON SD 16
ERNESTO JUAN FONFRIAS RIVERA,TOA BAJA,PR,,PUERTO RICO DEPARTMENT OF EDUCATION
OYA CHARTER MANITOU 6TH-8TH,MANITOU,OK,,OKLAHOMA YOUTH ACADEMY
OYA CHARTER TECUMSEH 9TH-12TH,TECUMSEH,OK,,OKLAHOMA YOUTH ACADEMY
OYA CHARTER TECUMSEH 6TH-8TH,TECUMSEH,OK,,OKLAHOMA YOUTH ACADEMY
CAVE SPRINGS MS,BUNCH,OK,,CAVE SPRINGS
CLINTON HS,CLINTON,OK,,CLINTON
CUSHING UPPER ES,CUSHING,OK,,CUSHING
WASHINGTON IRVING ES,EDMOND,OK,,EDMOND
HERITAGE ES,EDMOND,OK,,EDMOND
EAST JUNIOR HIGH SCHOOL,BOISE,ID,,BOISE INDEPENDENT DISTRICT
TIMBER CREEK ES,MOORE,OK,,MOORE
SOUTHRIDGE JHS,OKLAHOMA CITY,OK,,MOORE
CITIZENS ACADEMY SOUTHEAST,CLEVELAND,OH,,CITIZENS ACADEMY SOUTHEAST
FLEX HIGH SCHOOL,COLUMBUS,OH,,FLEX HIGH SCHOOL
ZENITH ACADEMY WEST,COLUMBUS,OH,,ZENITH ACADEMY WEST
TRI-STATE STEM+M EARLY COLLEGE HIGH SCHOOL,SOUTH POINT,OH,,TRI-STATE STEM+M EARLY COLLEGE HIGH SCHOOL
PREMIER HIGH SCHOOL OF ARLINGTON,RICHARDSON,TX,,PREMIER HIGH SCHOOLS
IDEA EDINBURG ACADEMY,EDINBURG,TX,,IDEA PUBLIC SCHOOLS
JOHN MARSHALL SCHOOL OF ENGINEERING,CLEVELAND,OH,,CLEVELAND MUNICIPAL
LEDGEMONT ELEMENTARY,THOMPSON,OH,,BERKSHIRE LOCAL
BEAVERCREEK CITY SCHOOL PRESCHOOL,BEAVERCREEK,OH,,BEAVERCREEK CITY
TUSCARAWAS VALLEY MIDDLE SCHOOL,ZOARVILLE,OH,,TUSCARAWAS VALLEY LOCAL
ARANSAS PASS JJAEP,ARANSAS PASS,TX,,ARANSAS PASS INDEPENDENT SCHOOL DISTRICT
HARRIS CO JJAEP,HOUSTON,TX,,CLEAR CREEK INDEPENDENT SCHOOL DISTRICT
BAILLY PREPARATORY ACADEMY,GARY,IN,,GARY COMMUNITY SCHOOL CORPORATION
NEW ALBANY INTERMEDIATE SCHOOL,NEW,OH,,NEW ALBANY-PLAIN LOCAL
INSTRUCTIONAL RESOURCE CENTER,CINCINNATI,OH,,GREAT OAKS CAREER CAMPUSES
KNOX COUNTY CAREER CENTER 4,MOUNT,OH,,KNOX COUNTY JVSD
FINDLAY LEARNING CENTER,FINDLAY,OH,,FINDLAY CITY
MATILDA AVENUE SCHOOL (THE),BRONX,NY,,NEW YORK CITY GEOGRAPHIC DISTRICT #11
STEM BRIDGE SCHOOL (THE),BRONX,NY,,NEW YORK CITY GEOGRAPHIC DISTRICT #11
ROSE M SINGER CENTER,EAST ELMHURST,NY,,NEW YORK CITY GEOGRAPHIC DISTRICT #24
QUEENS SCHOOL FOR LEADERSHIP (THE),JAMAICA,NY,,NEW YORK CITY GEOGRAPHIC DISTRICT #28
SUGAR GROVE ELEMENTARY SCHOOL,TERRE HAUTE,IN,,VIGO COUNTY SCHOOL CORPORATION
GOSHEN ELEMENTARY,EDWARDSVILLE,IL,,EDWARDSVILLE CONSOLIDATED UNIT SCHOOL DISTRICT 7
WILLOWBROOK HIGH SCHOOL,VILLA PARK,IL,,DUPAGE HSD 88
BARACK OBAMA SCH OF LDERSHIP,CHICAGO HEIGHTS,IL,,PARK FOREST SD 163
FERNDELL HENRY CENTER FOR LEARNING,ROSHARON,TX,,FORT BEND INDEPENDENT SCHOOL DISTRICT
P A S S LEARNING CTR,DALLAS,TX,,GARLAND INDEPENDENT SCHOOL DISTRICT
ROCKLAND PSYCHIATRIC CENTER,ORANGEBURG,NY,,NEW YORK STATE OFFICE MENTAL HEALTH (OMH)
BRONX CHARTER SCHOOL FOR BETTER LEARNING II,BRONX,NY,,BRONX CHARTER SCHOOL FOR BETTER LEARNING II
FINN ACADEMY-AN ELMIRA CHARTER SCHOOL,ELMIRA,NY,,FINN ACADEMY: AN ELMIRA CHARTER SCHOOL
CHARTER SCHOOL OF INQUIRY,BUFFALO,NY,,CHARTER SCHOOL OF INQUIRY
SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,BRONX,NY,,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL
INTERNATIONAL CHARTER SCHOOL OF NEW YORK (THE),BROOKLYN,NY,,INTERNATIONAL CHARTER SCHOOL OF NEW YORK (THE)
HARDIN CO J J A E P,KOUNTZE,TX,,HARDIN-JEFFERSON INDEPENDENT SCHOOL DISTRICT
NEW VISIONS CHTR HS-ADV MA/SCI IV,JAMAICA,NY,,NEW VISIONS CHTR HS-ADV MA/SCI IV
STOREFRONT ACADEMY CHARTER SCHOOL,BRONX,NY,,STOREFRONT ACADEMY CHARTER SCHOOL
WILLIAMSON CO J J A E P,GEORGETOWN,TX,,JARRELL INDEPENDENT SCHOOL DISTRICT
J J A E P,MCALLEN,TX,,LA JOYA INDEPENDENT SCHOOL DISTRICT
CHARTER HIGH SCHOOL FOR LAW AND SOCIAL JUSTICE,BRONX,NY,,CHARTER HIGH SCHOOL FOR LAW AND SOCIAL JUSTICE
CAP DIST JUVENILE SECURE DETENTION,ALBANY,NY,,ALBANY CITY SCHOOL DISTRICT
LIVINGSTON COUNTY JAIL,GENESEO,NY,,GENESEO CENTRAL SCHOOL DISTRICT
A MACARTHUR BARR MIDDLE SCHOOL 5-6 ACADEMY FOR EXCELLENCE,NANUET,NY,,NANUET UNION FREE SCHOOL DISTRICT
EAST LOWER SCHOOL,ROCHESTER,NY,,ROCHESTER CITY SCHOOL DISTRICT
EQUIPO ACADEMY,LAS VEGAS,NV,,STATE-SPONSORED CHARTER SCHOOLS
RAINBOW DREAMS ACADEMY SECONDARY,LAS VEGAS,NV,,CLARK COUNTY SCHOOL DISTRICT
ELEANOR LEMAIRE JUNIOR HIGH SCHOOL,BATTLE MOUNTAIN,NV,,LANDER COUNTY SCHOOL DISTRICT
INNOVATIONS HIGH SCHOOL,RENO,NV,,WASHOE COUNTY SCHOOL DISTRICT
LAS MONTANAS CHARTER,LAS CRUCES,NM,,LAS MONTANAS CHARTER
MCANDREW EL,SAN ANTONIO,TX,,NORTHSIDE INDEPENDENT SCHOOL DISTRICT
MONTE DEL SOL CHARTER,SANTA FE,NM,,MONTE DEL SOL CHARTER
WILLIAMSON CO ACADEMY,GEORGETOWN,TX,,LEANDER INDEPENDENT SCHOOL DISTRICT
P E P,PEP,TX,,MORTON INDEPENDENT SCHOOL DISTRICT
DZIT DIT LOOL SCHOOL OF EMPOWERMENT ACTION AND PERSEVERANCE,NAVAJO,NM,,DZIT DIT LOOL SCHOOL OF EMPOWERMENT ACTION AND PERSEVERANCE
JUDY NELSON ELEMENTARY,KIRTLAND,NM,,CENTRAL CONSOLIDATED SCHOOLS
PINE KNOT PRIMARY SCHOOL,PINE KNOT,KY,,MCCREARY COUNTY
