name,city,state,district 
EASTERN NC SCHOOL FOR THE DEAF,WILSON,NC,DEAF AND BLIND SCHOOLS
GEORGE W. MUNROE ELEMENTARY SCHOOL,QUINCY,FL,GADSDEN
TABERG RESIDENTIAL CENTER,TABERG,NY,NEW YORK STATE OFFICE OF CHILDREN AND FAMILY SERVICES (OCFS)
GLADDEN MIDDLE SCHOOL,CHATSWORTH,GA,MURRAY COUNTY
MCGHEE ELEMENTARY SCHOOL,LEWISTON,ID,LEWISTON INDEPENDENT DISTRICT
SOUTH SIDE HIGH SCHOOL,FORT WAYNE,IN,FORT WAYNE COMMUNITY SCHOOLS
JEFF H TOWLES INTERMEDIATE SCHOOL,FORT WAYNE,IN,FORT WAYNE COMMUNITY SCHOOLS
ALBANY ELEMENTARY SCHOOL,ALBANY,IN,DELAWARE COMMUNITY SCHOOL CORP
EDGEWOOD HIGH SCHOOL,ELLETTSVILLE,IN,RICHLAND-BEAN BLOSSOM C S C
RIVERVIEW SCHOOL,LONG ISLAND CITY,NY,NYC SPECIAL SCHOOLS - DISTRICT 75
CLOVERDALE HIGH SCHOOL,CLOVERDALE,IN,CLOVERDALE COMMUNITY SCHOOLS
FILLMORE CENTRAL ELEMENTARY,PRESTON,MN,FILLMORE CENTRAL
FERRIDAY HIGH SCHOOL,FERRIDAY,LA,CONCORDIA PARISH
PARKSIDE ELEMENTARY,LAVALE,MD,ALLEGANY COUNTY PUBLIC SCHOOLS
BAYSIDE ELEMENTARY SCHOOL,STEVENSVILLE,MD,QUEEN ANNE'S COUNTY PUBLIC SCHOOLS
LEONARDTOWN HIGH,LEONARDTOWN,MD,ST. MARY'S COUNTY PUBLIC SCHOOLS
BURNSIDE ELEMENTARY.,RED WING,MN,RED WING PUBLIC SCHOOL DISTRICT
COLLINS ELEMENTARY,COLLINS,MS,COVINGTON COUNTY SCHOOL DISTRICT
HERNANDO MIDDLE SCHOOL,HERNANDO,MS,DESOTO CO SCHOOL DIST
FRED W GRAFF SCHOOL,LAUREL,MT,LAUREL ELEM
FREEMAN HIGH SCHOOL,ADAMS,NE,FREEMAN PUBLIC SCHOOLS
ALEXANDER HAMILTON ACADEMY,PATERSON,NJ,PATERSON PUBLIC SCHOOL DISTRICT
BELFAST SCHOOL,BELFAST,NY,BELFAST CENTRAL SCHOOL DISTRICT
PS 115 ALEXANDER HUMBOLDT,NEW YORK,NY,NEW YORK CITY GEOGRAPHIC DISTRICT # 6
RYE NECK SENIOR HIGH SCHOOL,MAMARONECK,NY,RYE NECK UNION FREE SCHOOL DISTRICT
EMMA ELEMENTARY,ASHEVILLE,NC,BUNCOMBE COUNTY SCHOOLS
WILLIAM S GUSSNER ELEMENTARY SCHOOL,JAMESTOWN,ND,JAMESTOWN 1
HIGHLAND HIGH SCHOOL,MEDINA,OH,HIGHLAND LOCAL
TWIN VALLEY SOUTH MIDDLE SCHOOL,WEST ALEXANDRIA,OH,TWIN VALLEY COMMUNITY LOCAL
FAIRLESS HIGH SCHOOL,NAVARRE,OH,FAIRLESS LOCAL
AMBER-POCASSET HS,AMBER,OK,AMBER-POCASSET
GEORGE WASHINGTON EL SCH,LANCASTER,PA,LANCASTER SD
ROCKWOOD AREA EL SCH,ROCKWOOD,PA,ROCKWOOD AREA SD
KEPLAR ELEMENTARY,ROGERSVILLE,TN,HAWKINS COUNTY
LAKEVIEW ELEMENTARY,PORTSMOUTH,VA,PORTSMOUTH CITY PBLC SCHS
FOSTER SENIOR HIGH SCHOOL,TUKWILA,WA,TUKWILA SCHOOL DISTRICT
KENNEDY ELEMENTARY,GREEN BAY,WI,GREEN BAY AREA PUBLIC SCHOOL DISTRICT
ALLENTON ELEMENTARY,ALLENTON,WI,SLINGER SCHOOL DISTRICT
LONGFELLOW ELEMENTARY,CLINTONVILLE,WI,CLINTONVILLE SCHOOL DISTRICT
ANTONIO PAGAN,LAJAS,PR,PUERTO RICO DEPARTMENT OF EDUCATION
BERNARDO GONZALEZ COLON,UTUADO,PR,PUERTO RICO DEPARTMENT OF EDUCATION
CENTRAL BROOKLYN ASCEND CHARTER SCHOOL,BROOKLYN,NY,CENTRAL BROOKLYN ASCEND CHARTER SCHOOL
RIDDLE ELEMENTARY SCHOOL,RIDDLE,OR,RIDDLE SD 70
VANGUARD PICASSO,PHARR,TX,VANGUARD ACADEMY
EXPLORATION ACADEMY,VERONA,WI,VERONA AREA SCHOOL DISTRICT
COMPASS CHARTER SCHOOL,BROOKLYN,NY,COMPASS CHARTER SCHOOL
LEROY ELEMENTARY,LEROY,MN,LEROY-OSTRANDER PUBLIC SCHOOLS
PUTNAM COUNTY CORRECTIONAL FACILITY,CARMEL,NY,CARMEL CENTRAL SCHOOL DISTRICT
COUNTY OF NASSAU/CORRECTIONAL CENTER,EAST MEADOW,NY,EAST MEADOW UNION FREE SCHOOL DISTRICT
SYCAMORE MIDDLE SCHOOL,SYCAMORE,IL,SYCAMORE CUSD 427
WEST AURORA HIGH SCHOOL,AURORA,IL,AURORA WEST USD 129
STAUNTON ELEMENTARY SCHOOL,BRAZIL,IN,CLAY COMMUNITY SCHOOLS
SUFFOLK COUNTY SHERIFFS OFFICE,RIVERHEAD,NY,RIVERHEAD CENTRAL SCHOOL DISTRICT
MONROE CORRECTIONAL FACILITY,ROCHESTER,NY,ROCHESTER CITY SCHOOL DISTRICT
DENHAMTOWN PRE-K CENTER,BOGALUSA,LA,CITY OF BOGALUSA SCHOOL DISTRICT
BELLEVUE ELEMENTARY SCHOOL,BELLEVUE,MI,BELLEVUE COMMUNITY SCHOOLS
WHITE PINE MIDDLE SCHOOL,SAGINAW,MI,SAGINAW TOWNSHIP COMMUNITY SCHOOLS
FAIR PLAY ELEM.,FAIR PLAY,MO,FAIR PLAY R-II
ANSELMO-MERNA ELEMENTARY-MERNA,MERNA,NE,ANSELMO-MERNA PUBLIC SCHOOLS
RIVER DELL REGIONAL HIGH SCHOOL,ORADELL,NJ,RIVER DELL REGIONAL SCHOOL DISTRICT
TULSA TRAIL ELEMENTARY SCHOOL,HOPATCONG,NJ,HOPATCONG BOROUGH SCHOOL DISTRICT
PHILIP J SCHUYLER ACHIEVEMENT ACADEMY,ALBANY,NY,ALBANY CITY SCHOOL DISTRICT
BELLINGHAM RE-ENGAGEMENT PROGRAM,BELLINGHAM,WA,BELLINGHAM SCHOOL DISTRICT
A M COSGROVE MIDDLE SCHOOL,SPENCERPORT,NY,SPENCERPORT CENTRAL SCHOOL DISTRICT
VANCE ELEMENTARY,ASHEVILLE,NC,ASHEVILLE CITY SCHOOLS
JACOB COY MIDDLE SCHOOL,XENIA,OH,BEAVERCREEK CITY
HIDDEN VALLEY HIGH SCHOOL,GRANTS PASS,OR,THREE RIVERS/JOSEPHINE COUNTY SD
GLENCOE HIGH SCHOOL,HILLSBORO,OR,HILLSBORO SD 1J
W L HENRY ELEMENTARY SCHOOL,HILLSBORO,OR,HILLSBORO SD 1J
MCMINNVILLE HIGH SCHOOL,MCMINNVILLE,OR,MCMINNVILLE SD 40
HARPER PARK MIDDLE,LEESBURG,VA,LOUDOUN CO PBLC SCHS
SAMISH ELEMENTARY SCHOOL,SEDRO-WOOLLEY,WA,SEDRO-WOOLLEY SCHOOL DISTRICT
MIDLAND ELEMENTARY SCHOOL,PARAMUS,NJ,PARAMUS PUBLIC SCHOOL DISTRICT
RIKER HILL ELEMENTARY SCHOOL,LIVINGSTON,NJ,LIVINGSTON BOARD OF EDUCATION SCHOOL DISTRICT
HASTY ELEMENTARY,THOMASVILLE,NC,DAVIDSON COUNTY SCHOOLS
NEWBURY ELEMENTARY SCHOOL,HOWELL,NJ,HOWELL TOWNSHIP PUBLIC SCHOOL DISTRICT
JACK BRITT HIGH,FAYETTEVILLE,NC,CUMBERLAND COUNTY SCHOOLS
HOUSTON ELEMENTARY,SPARTANBURG,SC,SPARTANBURG 07
BLUEWELL ELEMENTARY SCHOOL,BLUEFIELD,WV,MERCER COUNTY SCHOOLS
CONESTOGA ELEMENTARY,GILLETTE,WY,CAMPBELL COUNTY SCHOOL DISTRICT #1
SUMMIT HIGH SCHOOL,JACKSON,WY,TETON COUNTY SCHOOL DISTRICT #1
LEDGE STREET SCHOOL,NASHUA,NH,NASHUA SCHOOL DISTRICT
FIRE PRAIRIE MIDDLE,INDEPENDENCE,MO,FORT OSAGE R-I
ROSE HILL-MAGNOLIA ELEMENTARY,ROSE HILL,NC,DUPLIN COUNTY SCHOOLS
CLARA BARTON ELEMENTARY SCHOOL,CHERRY HILL,NJ,CHERRY HILL SCHOOL DISTRICT
ROTHSAY ELEMENTARY,ROTHSAY,MN,ROTHSAY PUBLIC SCHOOL DISTRICT
PS 42 CLAREMONT,BRONX,NY,NEW YORK CITY GEOGRAPHIC DISTRICT # 9
LARIMORE ELEMENTARY SCHOOL,LARIMORE,ND,LARIMORE 44
HIGHLAND ELEMENTARY,LAS CRUCES,NM,LAS CRUCES PUBLIC SCHOOLS
TREMONT ATTENDANCE CENTER,TREMONT,MS,ITAWAMBA COUNTY SCHOOL DIST
CARRIZOZO ELEMENTARY,CARRIZOZO,NM,CARRIZOZO MUNICIPAL SCHOOLS
MORA HIGH,MORA,NM,MORA INDEPENDENT SCHOOLS
BELEN MIDDLE,BELEN,NM,BELEN CONSOLIDATED SCHOOLS
JEFFERSON LINCOLN ELEMENTARY,CENTRALIA,WA,CENTRALIA SCHOOL DISTRICT
BURNSIDE ELEM SCHOLASTIC ACADEMY,CHICAGO,IL,CITY OF CHICAGO SD 299
ELLIOTT STREET ELEMENTARY SCHOOL,NEWARK,NJ,NEWARK PUBLIC SCHOOL DISTRICT
FIRST FLIGHT MIDDLE SCHOOL,KILL DEVIL HILLS,NC,DARE COUNTY SCHOOLS
ARENDTSVILLE EL SCH,ARENDTSVILLE,PA,UPPER ADAMS SD
COLFAX UPPER EL SCH,SPRINGDALE,PA,ALLEGHENY VALLEY SD
LEONARD SHANKLIN EL,LULING,TX,LULING ISD
PAHVANT SCHOOL,RICHFIELD,UT,SEVIER DISTRICT
RIVER BEND ELEMENTARY,RALEIGH,NC,WAKE COUNTY SCHOOLS
YARBROUGH ES,GOODWELL,OK,YARBROUGH
PARSONS ELEMENTARY SCHOOL,COLUMBUS,OH,COLUMBUS CITY SCHOOL DISTRICT
CLARA PETERSON ELEM SCHOOL,PAXTON,IL,PAXTON-BUCKLEY-LODA CUD 10
OGEMA ELEMENTARY,OGEMA,MN,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH
ROOSEVELT ELEMENTARY SCHOOL,PENNSAUKEN,NJ,PENNSAUKEN TOWNSHIP BOARD OF EDUCATION SCHOOL DISTRICT
SAINT JOHN ELEMENTARY SCHOOL,SAINT JOHN,ND,ST JOHN 3
MINNESAUKE ELEMENTARY SCHOOL,EAST SETAUKET,NY,THREE VILLAGE CENTRAL SCHOOL DISTRICT
PANOLA ES,PANOLA,OK,PANOLA
LUTZ ELEMENTARY SCHOOL,FREMONT,OH,FREMONT CITY
RED OAK ES,RED OAK,OK,RED OAK
CHOUTEAU ES,CHOUTEAU,OK,CHOUTEAU-MAZIE
PERRY HS,PERRY,OK,PERRY
FORESTRIDGE EL,DALLAS,TX,RICHARDSON ISD
HOPPER PRI,HIGHLANDS,TX,GOOSE CREEK CISD
CARL B. HUTCHERSON BUILDING,LYNCHBURG,VA,LYNCHBURG CITY PBLC SCHS
BERKELEY HEIGHTS ELEMENTARY SCHOOL,MARTINSBURG,WV,BERKELEY COUNTY SCHOOLS
WITTENBERG-BIRNAMWOOD HIGH,WITTENBERG,WI,WITTENBERG-BIRNAMWOOD SCHOOL DISTRICT
MT VERNON ELEMENTARY SCHOOL,MOUNT VERNON,ME,RSU 38
CENTER SCHOOL,MINNEAPOLIS,MN,MINNEAPOLIS PUBLIC SCHOOL DISTRICT
BROWNSVILLE ACADEMIC CENTER,BROWNSVILLE,TX,BROWNSVILLE ISD
CENTERVILLE H S,GROVETON,TX,CENTERVILLE ISD
RED ROCK CENTRAL SECONDARY,LAMBERTON,MN,RED ROCK CENTRAL SCHOOL DISTRICT
NEWPORT HS,NEWPORT,PA,NEWPORT SD
WATER VALLEY VOC TRAIN,WATER VALLEY,TX,STERLING CITY ISD
BEACON COVE INTERMEDIATE SCHOOL,JUPITER,FL,PALM BEACH
QUIBBLETOWN MIDDLE SCHOOL,PISCATAWAY,NJ,PISCATAWAY TOWNSHIP SCHOOL DISTRICT
MOFFETT PUBLIC SCHOOL,MOFFETT,OK,MOFFETT
GIBBS ELEMENTARY,CORRYTON,TN,KNOX COUNTY
DIXON HIGH,DIXON,MO,DIXON R-I
LEWIS COUNTY INTERMEDIATE SCHOOL,HOHENWALD,TN,LEWIS COUNTY
CHARLES SCHOOL AT OHIO DOMINICAN UNIVERSITY,COLUMBUS,OH,CHARLES SCHOOL AT OHIO DOMINICAN UNIVERSITY
DISCOVERY SCHOOL,MURFREESBORO,TN,MURFREESBORO
VAN HORN SCHOOL,VAN HORN,TX,CULBERSON COUNTY-ALLAMOORE ISD
CROSBYTON EL,CROSBYTON,TX,CROSBYTON CISD
REMYNSE EL,GRAND PRAIRIE,TX,ARLINGTON ISD
WEST HENDERSON HIGH,HENDERSONVILLE,NC,HENDERSON COUNTY SCHOOLS
WEST TEXAS EL,STINNETT,TX,PLEMONS-STINNETT-PHILLIPS CISD
BELLEVUE ELEMENTARY SCHOOL,BELLEVUE,NE,BELLEVUE PUBLIC SCHOOLS
GRANDVIEW EL,GRANDVIEW,TX,GRANDVIEW ISD
NORMANGEE EL,NORMANGEE,TX,NORMANGEE ISD
HUTCHINSON MIDDLE,LUBBOCK,TX,LUBBOCK ISD
FOUR RIVERS CHARTER PUBLIC SCHOOL,GREENFIELD,MA,FOUR RIVERS CHARTER PUBLIC (DISTRICT)
WILEY ELEMENTARY SCHOOL,SHELBY TOWNSHIP,MI,UTICA COMMUNITY SCHOOLS
MT WOLF EL SCH,MT WOLF,PA,NORTHEASTERN YORK SD
NONSCHOOL EXCEPTIONAL EDUCATION,TAVARES,FL,LAKE
SCHWEITZER EL SCH,LEVITTOWN,PA,NESHAMINY SD
HERITAGE EL,SAN ANTONIO,TX,SOUTHSIDE ISD
GEORGE RANCH H S,RICHMOND,TX,LAMAR CISD
CLARKDALE ELEMENTARY SCHOOL,MERIDIAN,MS,LAUDERDALE CO SCHOOL DIST
KENNARD EL,KENNARD,TX,KENNARD ISD
SPRING CREEK ELEMENTARY SCHOOL,BONITA SPRINGS,FL,LEE
VIRGINIA PALMER ELEMENTARY SCHOOL,SPARKS,NV,WASHOE COUNTY SCHOOL DISTRICT
NINTH DISTRICT ELEMENTARY,COVINGTON,KY,COVINGTON INDEPENDENT
BOSTON COLLEGIATE CHARTER SCHOOL,DORCHESTER,MA,BOSTON COLLEGIATE CHARTER (DISTRICT)
DAVID C ABBOTT EARLY LEARNING CENTER,MORGANVILLE,NJ,MARLBORO TOWNSHIP SCHOOL DISTRICT
EARLY COLLEGE ALLIANCE,YPSILANTI,MI,WASHTENAW ISD
SCHOOL 18,PATERSON,NJ,PATERSON PUBLIC SCHOOL DISTRICT
E B FRINK MIDDLE,LA GRANGE,NC,LENOIR COUNTY PUBLIC SCHOOLS
PETRA MERCADO BOUGART,HUMACAO,PR,PUERTO RICO DEPARTMENT OF EDUCATION
GEORGE WEST H S,GEORGE WEST,TX,GEORGE WEST ISD
WARREN H S,WARREN,TX,WARREN ISD
LITTLE VALLEY SCHOOL,ST GEORGE,UT,WASHINGTON DISTRICT
C.V. KOOGLER MIDDLE,AZTEC,NM,AZTEC MUNICIPAL SCHOOLS
CENTRAL SCHOOL (THE),WILMINGTON,DE,RED CLAY CONSOLIDATED SCHOOL DISTRICT
KILLARNEY ELEMENTARY,WINTER PARK,FL,ORANGE
SMITH ELEMENTARY SCHOOL,PLYMOUTH,MI,PLYMOUTH-CANTON COMMUNITY SCHOOLS
SOUTHPORT ELEMENTARY SCHOOL,INDIANAPOLIS,IN,PERRY TOWNSHIP SCHOOLS
SGT ROBERTO ITUARTE,EL PASO,TX,SOCORRO ISD
TARKINGTON H S,CLEVELAND,TX,TARKINGTON ISD
MAGNOLIA WEST H S,MAGNOLIA,TX,MAGNOLIA ISD
LILLIE C. EVANS K-8 CENTER,MIAMI,FL,MIAMI-DADE
ATLANTIS CHARTER SCHOOL,FALL RIVER,MA,ATLANTIS CHARTER (DISTRICT)
EAST HANCOCK ELEMENTARY SCHOOL,KILN,MS,HANCOCK CO SCHOOL DIST
EUGENIO MARIA DE HOSTOS (INTERMEDIA),LAS MARIAS,PR,PUERTO RICO DEPARTMENT OF EDUCATION
MARC KAHRE ELEMENTARY SCHOOL,LAS VEGAS,NV,CLARK COUNTY SCHOOL DISTRICT
HIGHGATE HEIGHTS,BUFFALO,NY,BUFFALO CITY SCHOOL DISTRICT
WINSTON EL,SAN ANTONIO,TX,EDGEWOOD ISD
FIELD MIDDLE,FARMERS BRANCH,TX,CARROLLTON-FARMERS BRANCH ISD
L.J. ALLEMAN MIDDLE SCHOOL,LAFAYETTE,LA,LAFAYETTE PARISH
HENNEPIN TECHNICAL PATHWAYS,EDEN PRAIRIE,MN,INTERMEDIATE SCHOOL DISTRICT 287
LEWISTON ELEMENTARY SCHOOL,EVANS,GA,COLUMBIA COUNTY
FRANKLIN H S,FRANKLIN,TX,FRANKLIN ISD
SEMINOLE SUCCESS CTR,SEMINOLE,TX,SEMINOLE ISD
MAURINE ELEMENTARY - 04,FAITH,SD,FAITH SCHOOL DISTRICT 46-2
RIVER VALLEY MIDDLE SCHOOL,CALEDONIA,OH,RIVER VALLEY LOCAL
BROOKLAND-CAYCE SENIOR HIGH,CAYCE,SC,LEXINGTON 02
GRASSFIELD HIGH,CHESAPEAKE,VA,CHESAPEAKE CITY PBLC SCHS
GREYCLIFF SCHOOL,GREYCLIFF,MT,GREYCLIFF ELEM
LAKESHORE ROAD ELEMENTARY SCHOOL,CICERO,NY,NORTH SYRACUSE CENTRAL SCHOOL DISTRICT
INSIGHT SCHOOL OF MINNESOTA,BROOKLYN CENTER,MN,BROOKLYN CENTER SCHOOL DISTRICT
FELLSMERE ELEMENTARY SCHOOL,FELLSMERE,FL,INDIAN RIVER
VILLAS ELEMENTARY SCHOOL,FORT MYERS,FL,LEE
MITCHELLVILLE ELEMENTARY,MITCHELLVILLE,IA,SOUTHEAST POLK COMM SCHOOL DISTRICT
ALLEMANDS ELEMENTARY SCHOOL,DES ALLEMANDS,LA,ST. CHARLES PARISH
MIAMI MACARTHUR SOUTH,NARANJA,FL,MIAMI-DADE
BEL-AIRE ELEMENTARY SCHOOL,CUTLER BAY,FL,MIAMI-DADE
HOMESTEAD SENIOR HIGH SCHOOL,HOMESTEAD,FL,MIAMI-DADE
HOWARD MIDDLE,ORLANDO,FL,ORANGE
JANIE HOWARD WILSON SCHOOL,LAKE WALES,FL,POLK
SOUTH PAGE SENIOR HIGH SCHOOL,COLLEGE SPRINGS,IA,SOUTH PAGE COMM SCHOOL DISTRICT
SOUTHEAST ELEMENTARY SCHOOL,ANKENY,IA,ANKENY COMM SCHOOL DISTRICT
DONALDSONVILLE HIGH SCHOOL,DONALDSONVILLE,LA,ASCENSION PARISH
KIROLI ELEMENTARY SCHOOL,WEST MONROE,LA,OUACHITA PARISH
VACHERIE ELEMENTARY SCHOOL,VACHERIE,LA,ST. JAMES PARISH
FRANKLIN JUNIOR HIGH SCHOOL,FRANKLIN,LA,ST. MARY PARISH
WHISPERING FOREST ELEMENTARY SCHOOL,SLIDELL,LA,ST. TAMMANY PARISH
HUDSON HIGH,HUDSON,MA,HUDSON
CK SCHICKLER ELEMENTARY SCHOOL,LAPEER,MI,LAPEER COMMUNITY SCHOOLS
RED RIVER HIGH SCHOOL,GRAND FORKS,ND,GRAND FORKS 1
FERNANDO LUIS MALAVE OLIVERA,PONCE,PR,PUERTO RICO DEPARTMENT OF EDUCATION
LOUISA-MUSCATINE JR HIGH,LETTS,IA,LOUISA-MUSCATINE COMM SCHOOL DISTRICT
MICANOPY AREA COOPERATIVE SCHOOL INC.,MICANOPY,FL,ALACHUA
NORTHERN KY TECH - EDGEWOOD,EDGEWOOD,KY,KENTON COUNTY
TRIGG COUNTY INTERMEDIATE SCHOOL,CADIZ,KY,TRIGG COUNTY
WHITMORE LAKE EARLY CHILDHOOD,WHITMORE LAKE,MI,WHITMORE LAKE PUBLIC SCHOOL DISTRICT
ROOSEVELT MIDDLE,BLAINE,MN,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.
ALDEN MIDDLE SCHOOL,ALDEN,NY,ALDEN CENTRAL SCHOOL DISTRICT
BUCKHANNON UPSHUR HIGH SCHOOL,BUCKHANNON,WV,UPSHUR COUNTY SCHOOLS
ARGENTA-OREANA MIDDLE SCHOOL,ARGENTA,IL,ARGENTA-OREANA CUSD 1
NORTH BOONE UPPER ELEM SCH,POPLAR GROVE,IL,NORTH BOONE CUSD 200
TREMONT ELEM SCHOOL,TREMONT,IL,TREMONT CUSD 702
MADAWASKA MIDDLE/HIGH SCHOOL,MADAWASKA,ME,MADAWASKA PUBLIC SCHOOLS
JOHN F. RYAN,TEWKSBURY,MA,TEWKSBURY
POUND MIDDLE SCHOOL,LINCOLN,NE,LINCOLN PUBLIC SCHOOLS
BROGDEN PRIMARY,DUDLEY,NC,WAYNE COUNTY PUBLIC SCHOOLS
HIGH LAKES ELEMENTARY SCHOOL,BEND,OR,BEND-LAPINE ADMINISTRATIVE SD 1
WEST OSO J H,CORPUS CHRISTI,TX,WEST OSO ISD
PASCO HIGH ADULT EDUCATION,DADE CITY,FL,PASCO
V I T JR HIGH SCHOOL,TABLE GROVE,IL,V I T CUSD 2
CASH VALLEY ELEMENTARY,LAVALE,MD,ALLEGANY COUNTY PUBLIC SCHOOLS
SMALLWOOD DRIVE SCHOOL,AMHERST,NY,AMHERST CENTRAL SCHOOL DISTRICT
JHS 167 ROBERT F WAGNER,NEW YORK,NY,NEW YORK CITY GEOGRAPHIC DISTRICT # 2
ATHENS MIDDLE SCHOOL,ATHENS,OH,ATHENS CITY
SYMMES VALLEY ELEMENTARY SCHOOL,WILLOW WOOD,OH,SYMMES VALLEY LOCAL
PATRICK HENRY HIGH,ASHLAND,VA,HANOVER CO PBLC SCHS
TRINITY OAKS ELEMENTARY SCHOOL,TRINITY,FL,PASCO
MERRICK AVENUE MIDDLE SCHOOL,MERRICK,NY,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT
FOREST GLEN MIDDLE,SUFFOLK,VA,SUFFOLK CITY PBLC SCHS
HARROLD MS,GREENSBURG,PA,HEMPFIELD AREA SD
WHITE J H,MISSION,TX,MISSION CISD
LOUISE S. MCINNIS ELEMENTARY SCHOOL,DE LEON SPRINGS,FL,VOLUSIA
WESTWOODS ELEMENTARY SCHOOL,TRAVERSE CITY,MI,TRAVERSE CITY AREA PUBLIC SCHOOLS
CELESTINO MAURICIO SOTO JR EL,DALLAS,TX,DALLAS ISD
ADRIAN MEDINA,HUMACAO,PR,PUERTO RICO DEPARTMENT OF EDUCATION
DECATUR AVENUE EARLY CHILDHOOD CENTER,PLEASANTVILLE,NJ,PLEASANTVILLE PUBLIC SCHOOL DISTRICT
PRESCOTT ELEMENTARY SCHOOL,LINCOLN,NE,LINCOLN PUBLIC SCHOOLS
COSHOCTON HIGH SCHOOL,COSHOCTON,OH,COSHOCTON CITY
COUNTRY ESTATES ES,OKLAHOMA CITY,OK,MIDWEST CITY-DEL CITY
NORTH ELEMENTARY SCHOOL,ELKINS,WV,RANDOLPH COUNTY SCHOOLS
CLACKAMAS ACADEMY OF INDUSTRIAL SCIENCES,OREGON CITY,OR,OREGON CITY SD 62
ELGIN MIDDLE SCHOOL,MARION,OH,ELGIN LOCAL
SEMINOLE VIRTUAL INSTRUCTION (COURSE OFFERINGS),SANFORD,FL,SEMINOLE
MASON CLASSICAL ACADEMY,NAPLES,FL,COLLIER
MOORE STREET FACILITY,DUBLIN,GA,DUBLIN CITY
BAYSIDE MIDDLE,MILWAUKEE,WI,FOX POINT J2 SCHOOL DISTRICT
MINNEWASKA AREA INTERMEDIATE SCHOOL,GLENWOOD,MN,MINNEWASKA SCHOOL DISTRICT
CLEVELAND SCHOOL OF THE ARTS HIGH SCHOOL,CLEVELAND,OH,CLEVELAND MUNICIPAL
THOMAS JEFFERSON SCHOOL,BINGHAMTON,NY,BINGHAMTON CITY SCHOOL DISTRICT
DEERFIELD ELEMENTARY SCHOOL,MANCHESTER,TN,COFFEE COUNTY
SPOONER HIGH,SPOONER,WI,SPOONER AREA SCHOOL DISTRICT
HAMILTON HIGH,MEMPHIS,TN,SHELBY COUNTY
ODYSSEY ACADEMY,ROCHESTER,NY,GREECE CENTRAL SCHOOL DISTRICT
MURRAY AVENUE SCHOOL,LARCHMONT,NY,MAMARONECK UNION FREE SCHOOL DISTRICT
MIDDLE LEVEL LEARNING CENTER,ALEXANDRIA,MN,RUNESTONE AREA ED. DISTRICT
TAYLOR H S,TAYLOR,TX,TAYLOR ISD
AURORA ELEMENTARY SCHOOL,AURORA,IN,SOUTH DEARBORN COMMUNITY SCH CORP
OLYMPIA WEST ELEM SCH,MINIER,IL,OLYMPIA CUSD 16
MCLANE ELEMENTARY SCHOOL,OLYMPIA,WA,OLYMPIA SCHOOL DISTRICT
STELLA MARQUEZ,SALINAS,PR,PUERTO RICO DEPARTMENT OF EDUCATION
HOUSE CREEK EL,COPPERAS COVE,TX,COPPERAS COVE ISD
BELLEFONTAINE INTERMEDIATE SCHOOL,BELLEFONTAINE,OH,BELLEFONTAINE CITY
CHINOOK MIDDLE SCHOOL,BELLEVUE,WA,BELLEVUE SCHOOL DISTRICT
CRESTWOOD ELEMENTARY,BONNEY LAKE,WA,SUMNER SCHOOL DISTRICT
EDGERTON MIDDLE,EDGERTON,WI,EDGERTON SCHOOL DISTRICT
HERRIN MIDDLE SCHOOL,HERRIN,IL,HERRIN CUSD 4
VENICE HEIGHTS ELEMENTARY SCHOOL,SANDUSKY,OH,SANDUSKY CITY
MC COOK JUNIOR HIGH SCHOOL,MC COOK,NE,MC COOK PUBLIC SCHOOLS
BROOKSIDE MIDDLE SCHOOL,SHEFFIELD VILLAGE,OH,SHEFFIELD-SHEFFIELD LAKE CITY
NORTH ELEMENTARY SCHOOL,SYCAMORE,IL,SYCAMORE CUSD 427
SPOTSWOOD HIGH,PENN LAIRD,VA,ROCKINGHAM CO PBLC SCHS
SU CERTENEJAS II,CAYEY,PR,PUERTO RICO DEPARTMENT OF EDUCATION
MARSHALL ELEMENTARY SCHOOL,JACKSON,MS,JACKSON PUBLIC SCHOOL DISTRICT
ELMER L MEYERS JSHS,WILKES BARRE,PA,WILKES-BARRE AREA SD
CHARLOTTE SENIOR HIGH SCHOOL,CHARLOTTE,MI,CHARLOTTE PUBLIC SCHOOLS
SAND POINT ELEMENTARY,SEATTLE,WA,SEATTLE SCHOOL DISTRICT NO. 1
CUSHING ELEMENTARY,DELAFIELD,WI,KETTLE MORAINE SCHOOL DISTRICT
NOOKSACK ELEMENTARY,EVERSON,WA,NOOKSACK VALLEY SCHOOL DISTRICT
ROBINSON ELEMENTARY,LAONA,WI,LAONA SCHOOL DISTRICT
WATERLOO HIGH,WATERLOO,WI,WATERLOO SCHOOL DISTRICT
CREST HILL ELEMENTARY,CASPER,WY,NATRONA COUNTY SCHOOL DISTRICT #1
HOMECROFT ELEMENTARY,DULUTH,MN,DULUTH PUBLIC SCHOOL DISTRICT
AMERICAN PREPARATORY ACADEMY - ACCELERATED SCHOOL,WEST VALLEY CITY,UT,AMERICAN PREPARATORY ACADEMY
PREMIER H S OF AMARILLO,AMARILLO,TX,PREMIER HIGH SCHOOLS
BAY HIGH SCHOOL,PANAMA CITY,FL,BAY
MURRAY MIDDLE SCHOOL,STUART,FL,MARTIN
