name,city,state,district 
NAVY POINT ELEMENTARY SCHOOL,PENSACOLA,FL,ESCAMBIA
JUST ELEMENTARY SCHOOL,TAMPA,FL,HILLSBOROUGH
POINT WEBSTER MIDDLE,QUINCY,MA,QUINCY
ACADEMY FOR MULTILINGUAL IMMERSION STUDIES,CINCINNATI,OH,CINCINNATI PUBLIC SCHOOLS
LEARNING ALTERNATIVE CENTER FOR EMPOWERING YOUTH,DALLAS,TX,DALLAS INDEPENDENT SCHOOL DISTRICT
NACOGDOCHES CO ALTER ED COOP,NACOGDOCHES,TX,DOUGLASS INDEPENDENT SCHOOL DISTRICT
CORBIN INTERMEDIATE,CORBIN,KY,CORBIN INDEPENDENT
MOSAIC ACADEMY CHARTER,AZTEC,NM,AZTEC MUNICIPAL SCHOOLS
LIBERTY TECHNOLOGY MAGNET HIGH SCHOOL,JACKSON,TN,MADISON COUNTY
VARNADO HIGH SCHOOL,VARNADO,LA,WASHINGTON PARISH
ACADEMY OF CREATIVE ED,SAN ANTONIO,TX,NORTH EAST INDEPENDENT SCHOOL DISTRICT
HELOTES EL,HELOTES,TX,NORTHSIDE INDEPENDENT SCHOOL DISTRICT
KNOX EL,ARLINGTON,TX,ARLINGTON INDEPENDENT SCHOOL DISTRICT
EAST MIDDLE,BISCOE,NC,MONTGOMERY COUNTY SCHOOLS
TIDEHAVEN INT,EL MATON,TX,TIDEHAVEN INDEPENDENT SCHOOL DISTRICT
AMADOR R RODRIGUEZ JUVENILE BOOT CAMP,SAN BENITO,TX,SAN BENITO CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
ELITE SCHOLARS ACADEMY SCHOOL,JONESBORO,GA,CLAYTON COUNTY
PROVO ADULT EDUCATION,PROVO,UT,PROVO DISTRICT
PROGRAM FOR ACADEMIC AND CAREER ENHANCEMENT (PACE),GLEN ALLEN,VA,HENRICO CO PUBLIC SCHOOLS
TAYLOR CAREER AND TECHNICAL CENTER,TAYLOR,MI,TAYLOR SCHOOL DISTRICT
VALRICO LAKE ADVANTAGE ACADEMY,RIVERVIEW,FL,HILLSBOROUGH
PLANT CITY ADULT & COMMUNITY CENTER,PLANT CITY,FL,HILLSBOROUGH
MEMORIAL 9TH GRADE ACADEMY AT AUSTIN,PORT ARTHUR,TX,PORT ARTHUR INDEPENDENT SCHOOL DISTRICT
STUDY ELEMENTARY SCHOOL,FORT WAYNE,IN,FORT WAYNE COMMUNITY SCHOOLS
D.A. DORSEY TECHNICAL COLLEGE,MIAMI,FL,MIAMI-DADE
SALK ELEMENTARY SCHOOL,CLINTON TOWNSHIP,MI,FRASER PUBLIC SCHOOLS
EVERGREEN JUNIOR HIGH,KALISPELL,MT,EVERGREEN ELEM
ROBERT LUNT ELEMENTARY SCHOOL,LAS VEGAS,NV,CLARK COUNTY SCHOOL DISTRICT
I W AND ELEANOR HYDE EL,LEAGUE CITY,TX,CLEAR CREEK INDEPENDENT SCHOOL DISTRICT
HILLGROVE HIGH SCHOOL,POWDER SPRINGS,GA,COBB COUNTY
PHOENIX CHARTER ACADEMY,CHELSEA,MA,PHOENIX CHARTER ACADEMY (DISTRICT)
MEXICO MIDDLE SCHOOL,MEXICO,NY,MEXICO CENTRAL SCHOOL DISTRICT
MENDEZ M S,AUSTIN,TX,AUSTIN INDEPENDENT SCHOOL DISTRICT
WEST SENIOR HIGH SCHOOL,IOWA CITY,IA,IOWA CITY COMM SCHOOL DISTRICT
BIGGS EARLY CHILDHOOD EDUCATION CTR,COVINGTON,KY,COVINGTON INDEPENDENT
PINE JOG ELEMENTARY SCHOOL,WEST PALM BEACH,FL,PALM BEACH
EPSILON,MINNETONKA,MN,INTERMEDIATE SCHOOL DISTRICT 287
MONROE ELEM.,ST LOUIS,MO,ST. LOUIS CITY
OREARVILLE ELEM.,SLATER,MO,OREARVILLE R-IV
NW LEARNING CENTER,ARLINGTON,WA,EVERETT SCHOOL DISTRICT
CROSSROADS ELEMENTARY SCHOOL,OWINGSVILLE,KY,BATH COUNTY
OLIVERO GARZA SR EL,MCALLEN,TX,SHARYLAND INDEPENDENT SCHOOL DISTRICT
HENRY H. FILER MIDDLE SCHOOL,HIALEAH,FL,MIAMI-DADE
RIDGEWOOD COMM HIGH SCHOOL,NORRIDGE,IL,RIDGEWOOD CHSD 234
REAGAN K-8 EDUCATIONAL CTR,HOUSTON,TX,HOUSTON INDEPENDENT SCHOOL DISTRICT
COASTAL ALTERNATIVE PROGRAM (CAP),SANTA FE,TX,DICKINSON INDEPENDENT SCHOOL DISTRICT
BOSTON INTERNATIONAL HIGH SCHOOL,DORCHESTER,MA,BOSTON
CANTERBURY EL,EDINBURG,TX,EDINBURG CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
ADAMS MIDDLE SCHOOL,TAMPA,FL,HILLSBOROUGH
SOUTHWEST MIDDLE,JACKSONVILLE,NC,ONSLOW COUNTY SCHOOLS
ARCHER CITY EL,ARCHER CITY,TX,ARCHER CITY INDEPENDENT SCHOOL DISTRICT
SU ANDRES SANDIN MARTINEZ,YABUCOA,PR,PUERTO RICO DEPARTMENT OF EDUCATION
MARION JORDANELEMENTARYSCHOOL,PALATINE,IL,PALATINE CCSD 15
CLAY CENTRAL-EVERLY ELEMENTARY,ROYAL,IA,CLAY CENTRAL-EVERLY COMM SCHOOL DISTRICT
SHENANDOAH ELEMENTARY SCHOOL,BATON ROUGE,LA,EAST BATON ROUGE PARISH
JOLLEY ELEMENTARY - 04,VERMILLION,SD,VERMILLION SCHOOL DISTRICT 13-1
EL DORADO H S,EL PASO,TX,SOCORRO INDEPENDENT SCHOOL DISTRICT
ALL CITY ELEMENTARY - 50,SIOUX FALLS,SD,SIOUX FALLS SCHOOL DISTRICT 49-5
DEKALB WEST ELEMENTARY,LIBERTY,TN,DEKALB COUNTY
CASTLE HILLS EL,SAN ANTONIO,TX,NORTH EAST INDEPENDENT SCHOOL DISTRICT
JOSE BORREGO MIDDLE,MONTE ALTO,TX,MONTE ALTO INDEPENDENT SCHOOL DISTRICT
LAKE DALLAS H S,CORINTH,TX,LAKE DALLAS INDEPENDENT SCHOOL DISTRICT
GRAY MIDDLE SCHOOL,GROVELAND,FL,LAKE
WORKMAN ELEMENTARY SCHOOL,CANTON,MI,PLYMOUTH-CANTON COMMUNITY SCHOOLS
G O A L S PROGRAM,YOAKUM,TX,VYSEHRAD INDEPENDENT SCHOOL DISTRICT
LEROY MASSEY ELEMENTARY SCHOOL,SUMMERVILLE,GA,CHATTOOGA COUNTY
DUCKREY TANNER SCH,PHILADELPHIA,PA,PHILADELPHIA CITY SD
RIDGEWOOD EL,PORT NECHES,TX,PORT NECHES-GROVES INDEPENDENT SCHOOL DISTRICT
NUECES CO J J A E P,PORT ARANSAS,TX,PORT ARANSAS INDEPENDENT SCHOOL DISTRICT
RUDYARD AREA SERVICE CENTER,RUDYARD,MI,EASTERN UPPER PENINSULA INDEPENDENT SCHOOL DISTRICT
WHITEHALL SENIOR HIGH SCHOOL,WHITEHALL,MI,WHITEHALL DISTRICT SCHOOLS
HOUGHTON ELEMENTARY SCHOOL,WHITE LAKE,MI,WATERFORD SCHOOL DISTRICT
ST. CLAIR ELEMENTARY,SAINT CLAIR,MN,ST. CLAIR PUBLIC SCHOOL DISTRICT
DEEPHAVEN EDUCATION CENTER,EXCELSIOR,MN,MINNETONKA PUBLIC SCHOOL DISTRICT
BALLWIN ELEM.,BALLWIN,MO,ROCKWOOD R-VI
BRONXVILLE ELEMENTARY SCHOOL,BRONXVILLE,NY,BRONXVILLE UNION FREE SCHOOL DISTRICT
BROWN AVENUE SCHOOL,JOHNSTON,RI,JOHNSTON
LAKEWAY EL,AUSTIN,TX,LAKE TRAVIS INDEPENDENT SCHOOL DISTRICT
HENRY ELEMENTARY,ARLINGTON,VA,ARLINGTON CO PUBLIC SCHOOLS
PIONEER TRAIL ELEMENTARY,JEFFERSON CITY,MO,JEFFERSON CITY
PIERCE MIDDLE SCHOOL,TAMPA,FL,HILLSBOROUGH
WESTWOOD PRESCHOOL,DEARBORN HEIGHTS,MI,WESTWOOD COMMUNITY SCHOOL DISTRICT
LBJ ELEMENTARY SCHOOL,JACKSON,KY,BREATHITT COUNTY
NEW FOUNDATIONS CS,PHILADELPHIA,PA,NEW FOUNDATIONS CS
OAKLAND ELEMENTARY,INMAN,SC,SPARTANBURG 02
FRANKLIN ELEMENTARY SCHOOL,CADILLAC,MI,CADILLAC AREA PUBLIC SCHOOLS
WETMORE ELEMENTARY,WETMORE,KS,PRAIRIE HILLS
RED WING SENIOR HIGH,RED WING,MN,RED WING PUBLIC SCHOOL DISTRICT
COVENTRY MIDDLE SCHOOL,AKRON,OH,COVENTRY LOCAL
SO SAN ANTONIO CAREER ED CTR,SAN ANTONIO,TX,SOUTH SAN ANTONIO INDEPENDENT SCHOOL DISTRICT
TULOSO-MIDWAY MIDDLE,CORPUS CHRISTI,TX,TULOSO-MIDWAY INDEPENDENT SCHOOL DISTRICT
MASON CREEK MIDDLE SCHOOL,WINSTON,GA,DOUGLAS COUNTY
GATEWAY CHARTER INTERMEDIATE SCHOOL,FT MYERS,FL,LEE
BANFIELD ELEMENTARY,AUSTIN,MN,AUSTIN PUBLIC SCHOOL DISTRICT
MAYFIELD ELEMENTARY SCHOOL,MAYFIELD,KY,MAYFIELD INDEPENDENT
CHARLES C CASHMAN ELEMENTARY,AMESBURY,MA,AMESBURY
GALTIER ELEMENTARY SCHOOL,SAINT PAUL,MN,ST. PAUL PUBLIC SCHOOL DISTRICT
MARSHALL C DARNELL ELEMENTARY,LAS VEGAS,NV,CLARK COUNTY SCHOOL DISTRICT
OCEAN TOWNSHIP ELEMENTARY SCHOOL,OAKHURST,NJ,TOWNSHIP OF OCEAN SCHOOL DISTRICT
RIO HONDO INT,RIO HONDO,TX,RIO HONDO INDEPENDENT SCHOOL DISTRICT
MCSO ADULTS,OCALA,FL,MARION
WCJC,STILLWATER,MN,STILLWATER AREA PUBLIC SCHOOL DISTRICT.
WINTHROP HIGH SCHOOL,WINTHROP,ME,WINTHROP PUBLIC SCHOOLS
RICHFIELD PUBLIC SCHOOL ACADEMY,FLINT,MI,RICHFIELD PUBLIC SCHOOL ACADEMY
RAVENNA CHILD CARE PRESCHOOL,RAVENNA,OH,RAVENNA CITY
DR LORENZO G LAFARELLE JJAEP,EL PASO,TX,EL PASO INDEPENDENT SCHOOL DISTRICT
BAYARD MIDDLE SCHOOL,WILMINGTON,DE,CHRISTINA SCHOOL DISTRICT
WESTVIEW ELEMENTARY SCHOOL,CANTON,IL,CANTON UNION SD 66
ROGERS SCHOOL,AUBURN HILLS,MI,PONTIAC CITY SCHOOL DISTRICT
ISLE SECONDARY,ISLE,MN,ISLE PUBLIC SCHOOL DISTRICT
WOLFE SCHOOL,MONROE,NC,UNION COUNTY PUBLIC SCHOOLS
ED FRANZ EL,SAN ANTONIO,TX,JUDSON INDEPENDENT SCHOOL DISTRICT
HILBERT ELEMENTARY,HILBERT,WI,HILBERT SCHOOL DISTRICT
CANYON GROVE ACADEMY,PLEASANT GROVE,UT,CANYON GROVE ACADEMY
ANCHOR BAY HIGH SCHOOL,IRA,MI,ANCHOR BAY SCHOOL DISTRICT
WESTLAKE MIDDLE SCHOOL,THORNWOOD,NY,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT
NORTHWOODS PARK MIDDLE,JACKSONVILLE,NC,ONSLOW COUNTY SCHOOLS
MONUMENT SCHOOL,MONUMENT,OR,MONUMENT SD 8
HANAHAN HIGH,HANAHAN,SC,BERKELEY 01
WEBSTER AREA MIDDLE SCHOOL - 02,WEBSTER,SD,WEBSTER AREA 18-5
BOWIE MIDDLE,IRVING,TX,IRVING INDEPENDENT SCHOOL DISTRICT
ORCHARD HILLS SCHOOL,SANTAQUIN,UT,NEBO DISTRICT
VALLEY PARK SR. HIGH,VALLEY PARK,MO,VALLEY PARK
ZURICH SCHOOL,ZURICH,MT,ZURICH ELEM
SEVEN SPRINGS ELEMENTARY SCHOOL,NEW PORT RICHEY,FL,PASCO
BLOOMFIELD ELEMENTARY SCHOOL,BRYANT,IN,JAY SCHOOL CORPORATIONORATION
WYAN-PINE GROVE ELEMENTARY,LONDON,KY,LAUREL COUNTY
MERRYDALE ELEMENTARY SCHOOL,BATON ROUGE,LA,EAST BATON ROUGE PARISH
GARDINER SCHOOL,GARDINER,MT,GARDINER ELEM
BRIDGEWAY ELEM.,BRIDGETON,MO,PATTONVILLE R-III
ESCAMBIA SCH. DIST. JAIL PROG.,PENSACOLA,FL,ESCAMBIA
WALKER ELEM.,FLORISSANT,MO,HAZELWOOD
NEWFIELD HIGH SCHOOL,SELDEN,NY,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT
HACKETT ELEMENTARY,BELOIT,WI,BELOIT SCHOOL DISTRICT
OLMSTED FALLS EARLY CHILDHOOD CENTER,OLMSTED,OH,OLMSTED FALLS CITY
SHERIDAN MIDDLE SCHOOL,SHERIDAN,IN,SHERIDAN COMMUNITY SCHOOLS
HUDSON MEMORIAL SCHOOL,HUDSON,NH,HUDSON SCHOOL DISTRICT
VOYAGER ELEMENTARY,ALEXANDRIA,MN,ALEXANDRIA PUBLIC SCHOOL DISTRICT
OWEGO-APALACHIN MIDDLE SCHOOL,OWEGO,NY,OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT
WAGNER GEN LOUIS MS,PHILADELPHIA,PA,PHILADELPHIA CITY SD
JUVENILE DETENTION CTR,SINTON,TX,SINTON INDEPENDENT SCHOOL DISTRICT
LIVINGSTON ELEMENTARY,SPOTSYLVANIA,VA,SPOTSYLVANIA CO PUBLIC SCHOOLS
NASELLE JR SR HIGH SCHOOLS,NASELLE,WA,NASELLE-GRAYS RIVER VALLEY SCHOOL DISTRICT
POTTER STREET ELEMENTARY SCHOOL,BAINBRIDGE,GA,DECATUR COUNTY
CASCADE ELEMENTARY SCHOOL,ATLANTA,GA,ATLANTA PUBLIC SCHOOLS
MCCLEERYELEMENTARYSCHOOL,AURORA,IL,AURORA WEST USD 129
ARGENTA-OREANA HIGH SCHOOL,ARGENTA,IL,ARGENTA-OREANA CONSOLIDATED UNIT SCHOOL DISTRICT 1
NORTHWESTERN ELEMENTARY,MARDELA SPRINGS,MD,WICOMICO COUNTY PUBLIC SCHOOLS
PATRICK ELEMENTARY SCHOOL,GOLD HILL,OR,CENTRAL POINT SD 6
MORRIS ELEMENTARY SCHOOL,DES MOINES,IA,DES MOINES INDEPENDENT COMM SCHOOL DISTRICT
LAURA DEARING ELEMENTARY SCHOOL,LAS VEGAS,NV,CLARK COUNTY SCHOOL DISTRICT
STEPHEN C FOSTER EL,DALLAS,TX,DALLAS INDEPENDENT SCHOOL DISTRICT
BYRAM LAKES ELEMENTARY SCHOOL,STANHOPE,NJ,BYRAM TOWNSHIP SCHOOL DISTRICT
J.D. MEISLER MIDDLE SCHOOL,METAIRIE,LA,JEFFERSON PARISH
CIMARRON ELEMENTARY,CIMARRON,NM,CIMARRON MUNICIPAL SCHOOLS
MAXFIELD ELEMENTARY SCHOOL,SAINT PAUL,MN,ST. PAUL PUBLIC SCHOOL DISTRICT
BRONXVILLE HIGH SCHOOL,BRONXVILLE,NY,BRONXVILLE UNION FREE SCHOOL DISTRICT
NEW ALBANY HIGH SCHOOL,NEW ALBANY,OH,NEW ALBANY-PLAIN LOCAL
J W REASON ELEMENTARY SCHOOL,HILLIARD,OH,HILLIARD CITY
TRI-COUNTY NORTH MIDDLE SCHOOL,LEWISBURG,OH,TRI-COUNTY NORTH LOCAL
NAVARRO MIDDLE,ROSENBERG,TX,LAMAR CONSOLIDATED INDEPENDENT SCHOOL DISTRICT
DE VARGAS MIDDLE,SANTA FE,NM,SANTA FE PUBLIC SCHOOLS
KENDALL ELEMENTARY,MAPLE FALLS,WA,MOUNT BAKER SCHOOL DISTRICT
SLINGERLANDS ELEMENTARY SCHOOL,DELMAR,NY,BETHLEHEM CENTRAL SCHOOL DISTRICT
GUM SPRINGS ELEMENTARY SCHOOL,JEFFERSON,GA,JACKSON COUNTY
MARTIN COUNTY HIGH SCHOOL,STUART,FL,MARTIN
LANAI HIGH & ELEMENTARY SCHOOL,LANAI CITY,HI,HAWAII DEPARTMENT OF EDUCATION
ALBANY MIDDLE SCHOOL,ALBANY,MN,ALBANY PUBLIC SCHOOL DISTRICT
WEST UNION ATTENDANCE CENTER,MYRTLE,MS,UNION CO SCHOOL DISTRICT
NEW HYDE PARK MEMORIAL HIGH SCHOOL,NEW HYDE PARK,NY,SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT
BROADWAY ELEMENTARY SCHOOL,TIPP CITY,OH,TIPP CITY EXEMPTED VILLAGE
STONY BROOK SCHOOL,BRANCHBURG,NJ,BRANCHBURG TOWNSHIP SCHOOL DISTRICT
WEST FARGO HIGH SCHOOL,WEST FARGO,ND,WEST FARGO 6
RIVER ROAD/EL CAMINO DEL RIO ELEMENTARY SCHOOL,EUGENE,OR,EUGENE SD 4J
SELDENS LANDING ELEMENTARY,LEESBURG,VA,LOUDOUN CO PUBLIC SCHOOLS
BREMEN ELEMENTARY/MIDDLE SCHOOL,BREMEN,IN,BREMEN PUBLIC SCHOOLS
MARKSVILLE HIGH SCHOOL,MARKSVILLE,LA,AVOYELLES PARISH
REBOUND SCHOOL OF OPPORTUNITY,MERIDIAN,ID,JOINT SCHOOL DISTRICT NO. 2
CHILTON MIDDLE,CHILTON,WI,CHILTON SCHOOL DISTRICT
EARLY CHILDHOOD LEARNING CTR,SAVANNAH,MO,SAVANNAH R-III
WORTH CO. ELEMENTARY,GRANT CITY,MO,WORTH CO. R-III
A L BROWN HIGH,KANNAPOLIS,NC,KANNAPOLIS CITY SCHOOLS
PACE CENTER FOR GIRLS TREASURE COAST,FORT PIERCE,FL,ST. LUCIE
EAST LEESVILLE ELEMENTARY SCHOOL,LEESVILLE,LA,VERNON PARISH
EARLY CHILDHOODGSRP,BATTLE CREEK,MI,PENNFIELD SCHOOLS
SOUTH WARREN ELEMENTARY,WARRENTON,NC,WARREN COUNTY SCHOOLS
MORRIS GOODWIN SCHOOL,GREENWICH,NJ,GREENWICH TOWNSHIP SCHOOL DISTRICT
ACADEMY OF CITIZENSHIP AND EMPOWERMENT,SEATAC,WA,HIGHLINE SCHOOL DISTRICT
ATLANTA YOUTH DETENTION CENTER,COLLEGE PARK,GA,DEPARTMENT OF JUVENILE JUSTICE
HANNAH CRAWFORD ELEMENTARY SCHOOL PREK-GRADE 2,CRESTLINE,OH,COLONEL CRAWFORD LOCAL
TROUT LAKE ELEMENTARY,TROUT LAKE,WA,TROUT LAKE SCHOOL DISTRICT
SHORE ELEMENTARY MAGNET SCHOOL,TAMPA,FL,HILLSBOROUGH
ARCADIA ELEMENTARY SCHOOL,ARCADIA,OH,ARCADIA LOCAL
BLADENSBURG HIGH,BLADENSBURG,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
CHARLES H ROTH JUNIOR HIGH SCHOOL,HENRIETTA,NY,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT
AMERY MIDDLE,AMERY,WI,AMERY SCHOOL DISTRICT
ROBERTS ELEMENTARY SCHOOL,SUWANEE,GA,GWINNETT COUNTY
WHEELERSBURG HIGH SCHOOL,WHEELERSBURG,OH,WHEELERSBURG LOCAL
SOUTH PRAIRIE ELEMENTARY SCHOOL,SYCAMORE,IL,SYCAMORE CONSOLIDATED UNIT SCHOOL DISTRICT 427
PURDY ELEM.,PURDY,MO,PURDY R-II
SU BOTIJAS 1,OROCOVIS,PR,PUERTO RICO DEPARTMENT OF EDUCATION
SOUTHMONT SR HIGH SCHOOL,CRAWFORDSVILLE,IN,SOUTH MONTGOMERY COM SCH CORPORATION
ARBUTUS MIDDLE,BALTIMORE,MD,BALTIMORE COUNTY PUBLIC SCHOOLS
MYERS ELEMENTARY SCHOOL,SALEM,OR,SALEM-KEIZER SD 24J
LAKE STEVENS ELEMENTARY SCHOOL,MIAMI GARDENS,FL,MIAMI-DADE
GERMANTOWN HILLS ELEMENTARY SCH,GERMANTOWN HILLS,IL,GERMANTOWN HILLS SD 69
HARPER ELEM,HARPER,KS,CHAPARRAL SCHOOLS
WAINWRIGHT,TACOMA,WA,TACOMA SCHOOL DISTRICT
COCALICO MS,DENVER,PA,COCALICO SD
EPHRATA SHS,EPHRATA,PA,EPHRATA AREA SD
LEWISTOWN JR/SR HIGH SCHOOL,LEWISTOWN,IL,LEWISTOWN CONSOLIDATED UNIT SCHOOL DISTRICT 97
COLLEGE PLACE MIDDLE SCHOOL,LYNNWOOD,WA,EDMONDS SCHOOL DISTRICT
TIMPANOGOS INTERMEDIATE,HEBER CITY,UT,WASATCH DISTRICT
DONEGAL EL SCH,JONES MILLS,PA,MOUNT PLEASANT AREA SD
EAST LAKE ELEMENTARY,CHATTANOOGA,TN,HAMILTON COUNTY
SEYMOUR INTERMEDIATE,SEYMOUR,TN,SEVIER COUNTY
PS 273,RICHMOND HILL,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #27
WALTERS MS,WALTERS,OK,WALTERS
ROBBIE E HOWARD J H,WAXAHACHIE,TX,WAXAHACHIE INDEPENDENT SCHOOL DISTRICT
TERRACE EL,HOUSTON,TX,SPRING BRANCH INDEPENDENT SCHOOL DISTRICT
WALTRIP H S,HOUSTON,TX,HOUSTON INDEPENDENT SCHOOL DISTRICT
SPRING BRANCH MIDDLE,HOUSTON,TX,SPRING BRANCH INDEPENDENT SCHOOL DISTRICT
CHESNEE HIGH,CHESNEE,SC,SPARTANBURG 02
GARRISON H S,GARRISON,TX,GARRISON INDEPENDENT SCHOOL DISTRICT
DUBLIN INT,DUBLIN,TX,DUBLIN INDEPENDENT SCHOOL DISTRICT
GREENE INTERMEDIATE CENTER,SOUTH BEND,IN,SOUTH BEND COMMUNITY SCHOOL CORPORATION
TIMBERLANE MIDDLE SCHOOL,PENNINGTON,NJ,HOPEWELL VALLEY REGIONAL SCHOOL DISTRICT
PAINTSVILLE ELEMENTARY SCHOOL,PAINTSVILLE,KY,PAINTSVILLE INDEPENDENT
WELLWOOD INTERNATIONAL ELEMENTARY,PIKESVILLE,MD,BALTIMORE COUNTY PUBLIC SCHOOLS
BEAVER-MAIN EL SCH,BLOOMSBURG,PA,BLOOMSBURG AREA SD
SPOKANE VALLEY TRANSITION SCHOOL,SPOKANE,WA,WEST VALLEY SCHOOL DISTRICT (SPOKANE)
RIVER OAKS ELEMENTARY,WOODBRIDGE,VA,PRINCE WILLIAM CO PUBLIC SCHOOLS
SUSSEX AVENUE SCHOOL BURNET STREET SCHOOL,NEWARK,NJ,NEWARK PUBLIC SCHOOL DISTRICT
AKIN COMM CONSELEMENTARYSCHOOL,AKIN,IL,AKIN CCSD 91
MARK TWAIN ELEM.,ROLLA,MO,ROLLA 31
ELADIA CORREA MORALES (CERRO GORDO),VILLALBA,PR,PUERTO RICO DEPARTMENT OF EDUCATION
NORTHERN MS,DILLSBURG,PA,NORTHERN YORK COUNTY SD
BROSVILLE ELEMENTARY,DANVILLE,VA,PITTSYLVANIA CO PUBLIC SCHOOLS
GREENWOOD ELEMENTARY SCHOOL,HAMILTON,NJ,HAMILTON TOWNSHIP PUBLIC SCHOOL DISTRICT
IS 232,BRONX,NY,NEW YORK CITY GEOGRAPHIC DISTRICT # 9
EASTERN MS,WINCHESTER,OH,EASTERN LOCAL SCHOOL DISTRICT
GRAND VIEW PUBLIC SCHOOL,TAHLEQUAH,OK,GRAND VIEW
BUFFALO VALLEY ES,TALIHINA,OK,BUFFALO VALLEY
PADDOCK ROAD ELEMENTARY SCHOOL,OMAHA,NE,WESTSIDE COMMUNITY SCHOOLS
SENATOR JAMES H DONOVAN MIDDLE SCHOOL,UTICA,NY,UTICA CITY SCHOOL DISTRICT
FLOUR BLUFF H S,CORPUS CHRISTI,TX,FLOUR BLUFF INDEPENDENT SCHOOL DISTRICT
SALUDA ELEMENTARY,SALUDA,SC,SALUDA 01
BUFFALO MIDDLE SCHOOL,KENOVA,WV,WAYNE COUNTY SCHOOLS
HIGH POINT ELEMENTARY,PASADENA,MD,ANNE ARUNDEL COUNTY PUBLIC SCHOOLS
VALLEY VIEW ELEMENTARY,OXON HILL,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS
DELRAN HIGH SCHOOL,DELRAN,NJ,DELRAN TOWNSHIP SCHOOL DISTRICT
TODDLER LEARNING CENTER,OAK HARBOR,WA,COUPEVILLE SCHOOL DISTRICT
MORGAN CO. R-I HIGH,STOVER,MO,MORGAN CO. R-I
OAKHILLELEMENTARYSCHOOL,STREAMWOOD,IL,SD U-46
URBANA ELEMENTARY,FREDERICK,MD,FREDERICK COUNTY PUBLIC SCHOOLS
FOREST HILLS HIGH SCHOOL,FOREST HILLS,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #28
OVERBY-SHEPPARD ELEMENTARY,RICHMOND,VA,RICHMOND CITY PUBLIC SCHOOLS
VAN RENSSELAER ELEMENTARY SCHOOL,RENSSELAER,NY,RENSSELAER CITY SCHOOL DISTRICT
STONE SCHOOL,SAGINAW,MI,SAGINAW SCHOOL DISTRICT OF THE CITY OF
CENTRAL ELEM.,ST CHARLES,MO,FRANCIS HOWELL R-III
JOHN H. WINSLOW ELEMENTARY SCHOOL,VINELAND,NJ,VINELAND PUBLIC SCHOOL DISTRICT
CLOVERBANK ELEMENTARY SCHOOL,HAMBURG,NY,FRONTIER CENTRAL SCHOOL DISTRICT
SULPHUR INTERMEDIATE ES,SULPHUR,OK,SULPHUR
BARESVILLE EL SCH,HANOVER,PA,SOUTH WESTERN SD
WASHINGTON MONTESSORI,KENNER,LA,JEFFERSON PARISH
PAULS VALLEY HS,PAULS VALLEY,OK,PAULS VALLEY
PERKINS-TRYON MS,PERKINS,OK,PERKINS-TRYON
CUSHING HS,CUSHING,OK,CUSHING
SCIENCE CTR,HOUSTON,TX,SPRING BRANCH INDEPENDENT SCHOOL DISTRICT
BEMIDJI AREA LEARNING CENTER,BEMIDJI,MN,BEMIDJI PUBLIC SCHOOL DISTRICT
OVERLAND PARK ELEM,SHAWNEE MISSION,KS,SHAWNEE MISSION PUB SCH
PISGAH HIGH SCHOOL,SANDHILL,MS,RANKIN CO SCHOOL DISTRICT
PITCHER ELEM.,KANSAS CITY,MO,KANSAS CITY 33
PROSPECT ELEMENTARY SCHOOL,MANSFIELD,OH,MANSFIELD CITY
WASHINGTON ELEMENTARY SCHOOL,LINDSEY,OH,FREMONT CITY
FRENCHGLEN ELEMENTARY SCHOOL,FRENCHGLEN,OR,FRENCHGLEN SD 16
TAMAQUA AREA MS,TAMAQUA,PA,TAMAQUA AREA SD
WATAUGA ELEMENTARY,ABINGDON,VA,WASHINGTON CO PUBLIC SCHOOLS
PS 297 ABRAHAM STOCKTON,BROOKLYN,NY,NEW YORK CITY GEOGRAPHIC DISTRICT #14
WEST MILLBROOK MIDDLE,RALEIGH,NC,WAKE COUNTY SCHOOLS
HESKETT MIDDLE SCHOOL,BEDFORD,OH,BEDFORD CITY
MEADOWBROOK HIGH SCHOOL,BYESVILLE,OH,ROLLING HILLS LOCAL
BRECKINRIDGE MIDDLE,ROANOKE,VA,ROANOKE CITY PUBLIC SCHOOLS
WILLIAM SEACH,WEYMOUTH,MA,WEYMOUTH
PAUL C BUNN ELEMENTARY SCHOOL,YOUNGSTOWN,OH,YOUNGSTOWN CITY
SHORT MOUNTAIN ELEMENTARY,WOODBURY,TN,CANNON COUNTY
RIDGEVIEW ELEMENTARY SCHOOL,ORANGE PARK,FL,CLAY
DOCTORS INLET ELEMENTARY SCHOOL,MIDDLEBURG,FL,CLAY
SUNRISE ELEMENTARY,ORLANDO,FL,ORANGE
HILLCREST ELEMENTARY,ORLANDO,FL,ORANGE
